symbol,timeframe,strategy,side,entry_time,entry_price,stop,tp,size,exit_time,exit_price,pnl,reason
BTCUSDT,4h,smc_loose,long,1673956800.0,21176.06,20966.91,25411.272,1,1674057600.0,20906.54,-269.52000000000044,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1674072000.0,20677.47,20562.14794,24812.964,1,1676548800.0,25072.67,4395.199999999997,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1676563200.0,24872.58,24532.32158,29847.096,1,1676577600.0,23517.72,-1354.8600000000006,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1676592000.0,23838.64,23434.73425,28606.368,1,1677240000.0,23351.31,-487.3299999999981,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1677254400.0,23182.27,22772.666429999997,27818.724,1,1677801600.0,22319.69,-862.5800000000017,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1677816000.0,22360.78,21905.21661,26832.935999999998,1,1678305600.0,21705.44,-655.3400000000001,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1678320000.0,21769.66,21515.26,26123.592,1,1678377600.0,20854.93,-914.7299999999996,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1678392000.0,20362.22,19982.59184,24434.664,1,1678420800.0,19953.58,-408.6399999999994,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1678435200.0,19760.78,19490.44273,23712.935999999998,1,1678708800.0,23981.72,4220.940000000002,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1678723200.0,24279.91,23517.45,29135.892,1,1681142400.0,29173.06,4893.1500000000015,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1681156800.0,29637.34,28778.409,35564.808,1,1681977600.0,28607.13,-1030.2099999999991,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1681992000.0,28506.69,28248.998,34208.028,1,1682006400.0,28104.38,-402.3099999999977,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1682020800.0,28243.65,27925.97,33892.38,1,1682092800.0,27279.91,-963.7400000000016,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1682107200.0,27262.84,27043.625,32715.408,1,1683820800.0,26843.05,-419.7900000000009,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1683835200.0,26968.62,26621.94385,32362.343999999997,1,1683849600.0,26584.32,-384.2999999999993,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1683864000.0,26311.52,26042.377780000003,31573.824,1,1685966400.0,26007.53,-303.9900000000016,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1685980800.0,25629.99,25311.836,30755.988,1,1686772800.0,25128.6,-501.39000000000306,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1686787200.0,25065.35,24954.91997,30078.42,1,1687363200.0,30112.03,5046.68,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1687377600.0,29993.89,29710.6,35992.668,1,1690185600.0,29269.99,-723.8999999999978,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1690200000.0,29093.78,28775.314300000002,34912.536,1,1692216000.0,28730.51,-363.27000000000044,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1692230400.0,28657.31,28256.974,34388.772,1,1692273600.0,27934.02,-723.2900000000009,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1692288000.0,27894.01,27616.9,33472.812,1,1692302400.0,26623.41,-1270.5999999999985,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1692316800.0,26398.0,26242.21646,31677.6,1,1692360000.0,26002.0,-396.0,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1692374400.0,26065.01,25854.154150000002,31278.011999999995,1,1692720000.0,25779.99,-285.0199999999968,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1692734400.0,26056.0,25047.0,31267.199999999997,1,1694448000.0,25020.66,-1035.3400000000001,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1694462400.0,25162.52,24915.40886,30195.023999999998,1,1698019200.0,30736.69,5574.169999999998,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1698033600.0,30518.02,30335.539539999998,36621.623999999996,1,1699516800.0,36805.71,6287.689999999999,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1699531200.0,37084.02,36391.409999999996,44500.82399999999,1,1699545600.0,36382.2,-701.8199999999997,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1699560000.0,36701.09,35493.2,44041.308,1,1699977600.0,35293.99,-1407.0999999999985,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1699992000.0,35551.19,34695.6,42661.428,1,1701792000.0,43814.36,8263.169999999998,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc_loose,long,1701806400.0,44073.32,42962.030099999996,52887.984,1,1702252800.0,42309.58,-1763.739999999998,TP/SL/BMS/CHOCH
