symbol,timeframe,strategy,side,entry_time,entry_price,stop,tp,size,exit_time,exit_price,pnl,reason
BTCUSDT,4h,smc,long,1673956800.0,21176.06,20966.91,25411.272,1,1674057600.0,20906.54,-269.52000000000044,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc,long,1674072000.0,20677.47,20562.14794,24812.964,1,1676548800.0,25072.67,4395.199999999997,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc,long,1676563200.0,24872.58,24532.32158,29847.096,1,1676577600.0,23517.72,-1354.8600000000006,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc,long,1676592000.0,23838.64,23434.73425,28606.368,1,1677240000.0,23351.31,-487.3299999999981,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc,long,1677556800.0,23236.68,23143.1616,27884.016,1,1677614400.0,23141.57,-95.11000000000058,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc,long,1677628800.0,23441.14,22789.8297,28129.368,1,1677801600.0,22319.69,-1121.4500000000007,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc,long,1678680000.0,22458.72,22000.6512,26950.464,1,1679083200.0,27395.13,4936.41,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc,long,1679097600.0,27307.54,26978.82,32769.048,1,1679169600.0,26907.49,-400.0499999999993,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc,long,1679184000.0,27198.71,26729.57,32638.451999999997,1,1679500800.0,26667.33,-531.3799999999974,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc,long,1679515200.0,27250.97,26570.319190000002,32701.164,1,1683864000.0,26311.52,-939.4500000000007,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc,long,1684137600.0,27336.12,27233.603349999998,32803.344,1,1684180800.0,27162.14,-173.97999999999956,TP/SL/BMS/CHOCH
BTCUSDT,4h,smc,long,1684195200.0,27130.0,26771.55367,32556.0,1,1684310400.0,26637.62,-492.380000000001,TP/SL/BMS/CHOCH
