symbol,timeframe,strategy,side,entry_time,entry_price,stop,tp,size,exit_time,exit_price,pnl,reason
BTCUSDT,30m,smc_loose,long,1672709400.0,16677.6,16601.46574,20013.12,1,1673654400.0,20376.47,3698.8700000000026,TP/SL/BMS/CHOCH
BTCUSDT,30m,smc_loose,long,1673656200.0,20891.67,20125.848599999998,25070.003999999997,1,1676561400.0,25072.67,4181.0,TP/SL/BMS/CHOCH
BTCUSDT,30m,smc_loose,long,1676563200.0,24836.54,24532.32158,29803.847999999998,1,1676577600.0,24473.92,-362.6200000000026,TP/SL/BMS/CHOCH
BTCUSDT,30m,smc_loose,long,1676579400.0,24565.36,24374.12759,29478.432,1,1676584800.0,24357.82,-207.54000000000087,TP/SL/BMS/CHOCH
BTCUSDT,30m,smc_loose,long,1676586600.0,23994.76,23894.3014,28793.711999999996,1,1676588400.0,23857.04,-137.71999999999753,TP/SL/BMS/CHOCH
BTCUSDT,30m,smc_loose,long,1676590200.0,23517.72,23434.73425,28221.264,1,1677252600.0,23351.31,-166.40999999999985,TP/SL/BMS/CHOCH
BTCUSDT,30m,smc_loose,long,1677254400.0,23142.35,22871.18,27770.819999999996,1,1677805200.0,22852.03,-290.3199999999997,TP/SL/BMS/CHOCH
BTCUSDT,30m,smc_loose,long,1677807000.0,22150.31,21905.21661,26580.372,1,1678314600.0,21802.16,-348.15000000000146,TP/SL/BMS/CHOCH
BTCUSDT,30m,smc_loose,long,1678316400.0,21696.2,21515.26,26035.44,1,1678379400.0,21478.85,-217.35000000000218,TP/SL/BMS/CHOCH
BTCUSDT,30m,smc_loose,long,1678381200.0,21507.8,21352.53963,25809.359999999997,1,1678384800.0,21321.95,-185.84999999999854,TP/SL/BMS/CHOCH
BTCUSDT,30m,smc_loose,long,1678386600.0,21012.89,20904.099,25215.467999999997,1,1678390200.0,20854.93,-157.95999999999913,TP/SL/BMS/CHOCH
BTCUSDT,30m,smc_loose,long,1678392000.0,20629.98,20469.49673,24755.976,1,1678393800.0,20116.66,-513.3199999999997,TP/SL/BMS/CHOCH
BTCUSDT,30m,smc_loose,long,1678395600.0,20355.18,19982.59184,24426.216,1,1678420800.0,19953.71,-401.47000000000116,TP/SL/BMS/CHOCH
