symbol,timeframe,strategy,side,entry_time,entry_price,stop,tp,size,exit_time,exit_price,pnl,reason,entry_level,oi_filtered
ETHUSDT,15m,FifteenMinStrategy,short,1713964500.0,3248.6,3285.7577899999997,2923.74,1,1714271400.0,3286.82,-38.220000000000255,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,short,1714274100.0,3316.75,3335.61932,2985.075,1,1714329900.0,3344.29,-27.539999999999964,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1714332600.0,3319.41,3364.1148000000003,2987.4689999999996,1,1714485600.0,2986.03,333.37999999999965,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1714488300.0,3020.38,2976.05497,3322.4180000000006,1,1714493700.0,2967.8,-52.57999999999993,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,long,1714503600.0,2953.38,2940.7896,3248.7180000000003,1,1714506300.0,2928.96,-24.420000000000073,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1714515300.0,3021.07,2971.6980799999997,3323.1770000000006,1,1714528800.0,2960.79,-60.2800000000002,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,short,1714529700.0,2983.81,2997.2826,2685.4289999999996,1,1714534200.0,2999.79,-15.980000000000018,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1714536000.0,3009.4,3025.92548,2708.46,1,1714701600.0,3027.21,-17.809999999999945,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1714711500.0,3004.01,3011.2104,2703.609,1,1714739400.0,3029.0,-24.98999999999978,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1714740300.0,3035.01,2967.9721600000003,3338.5110000000004,1,1715199300.0,2956.3,-78.71000000000004,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1715203800.0,2978.74,2933.91178,3276.614,1,1715355000.0,2923.0,-55.73999999999978,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,short,1715355900.0,2918.54,2954.9483299999997,2626.6859999999997,1,1715587200.0,2969.29,-50.75,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,short,1715589000.0,2983.72,2999.92188,2685.3479999999995,1,1715796900.0,3004.54,-20.820000000000164,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1715815800.0,3037.27,3052.99332,2733.5429999999997,1,1715949000.0,3058.08,-20.809999999999945,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1715952600.0,3057.15,3041.26608,3362.8650000000002,1,1716233400.0,3399.17,342.02,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1716237900.0,3500.07,3459.17778,3850.0770000000007,1,1716462900.0,3875.59,375.52,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1716463800.0,3867.19,3857.769,4253.909000000001,1,1716469200.0,3847.0,-20.190000000000055,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1716478200.0,3812.94,3802.16044,4194.234,1,1716480000.0,3799.57,-13.36999999999989,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1716480900.0,3796.44,3767.92776,4176.084000000001,1,1716487200.0,3736.79,-59.65000000000009,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1716489900.0,3776.58,3809.5474799999997,3398.9219999999996,1,1716498000.0,3838.07,-61.49000000000024,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1716506100.0,3770.98,3826.9866199999997,3393.8819999999996,1,1716734700.0,3862.4,-91.42000000000007,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,long,1716735600.0,3855.0,3837.84892,4240.5,1,1716738300.0,3833.05,-21.949999999999818,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1716739200.0,3847.01,3856.698,3462.3089999999997,1,1716741000.0,3870.29,-23.279999999999745,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1716741900.0,3863.87,3850.7331,4250.2570000000005,1,1716743700.0,3847.0,-16.86999999999989,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1716750000.0,3858.85,3825.6733200000003,4244.735000000001,1,1716766200.0,3821.23,-37.61999999999989,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1716768900.0,3841.29,3862.2173199999997,3457.1609999999996,1,1716773400.0,3869.58,-28.289999999999964,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1716775200.0,3897.14,3915.4694799999997,3507.4259999999995,1,1716776100.0,3922.9,-25.76000000000022,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1716797700.0,3948.0,3970.1674,3553.2,1,1718079300.0,3549.91,398.09000000000015,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1718087400.0,3550.6,3534.804,3905.6600000000003,1,1718091000.0,3531.67,-18.929999999999836,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1718092800.0,3508.39,3491.976,3859.2290000000003,1,1718119800.0,3444.24,-64.15000000000009,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1718120700.0,3447.75,3479.8858800000003,3102.975,1,1718130600.0,3491.69,-43.940000000000055,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1718142300.0,3501.86,3517.04212,3151.674,1,1718164800.0,3525.38,-23.519999999999982,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1718165700.0,3526.15,3484.78419,3878.7650000000003,1,1718271000.0,3475.77,-50.38000000000011,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,short,1718271900.0,3490.51,3505.0744400000003,3141.459,1,1718277300.0,3505.51,-15.0,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1718285400.0,3515.01,3471.6927,3866.5110000000004,1,1718292600.0,3446.76,-68.25,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1718294400.0,3457.98,3475.4464,3112.182,1,1718304300.0,3475.48,-17.5,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1718326800.0,3475.03,3491.53048,3127.527,1,1718332200.0,3496.6,-21.56999999999971,TP/SL/BMS/CHOCH,B,False
