symbol,timeframe,strategy,side,entry_time,entry_price,stop,tp,size,exit_time,exit_price,pnl,reason
BTCUSDT,15m,smc,long,1672620300.0,16588.35,16531.50625,19906.019999999997,1,1673648100.0,19944.62,3356.2700000000004,TP/SL/BMS/CHOCH
BTCUSDT,15m,smc,long,1673649000.0,19939.44,19803.411,23927.327999999998,1,1675020600.0,23927.51,3988.0699999999997,TP/SL/BMS/CHOCH
BTCUSDT,15m,smc,long,1675021500.0,23897.84,23793.75395,28677.408,1,1675022400.0,23784.78,-113.06000000000131,TP/SL/BMS/CHOCH
BTCUSDT,15m,smc,long,1675023300.0,23802.0,23628.91994,28562.399999999998,1,1675044000.0,23591.95,-210.04999999999927,TP/SL/BMS/CHOCH
BTCUSDT,15m,smc,long,1675057500.0,23728.71,23461.02,28474.451999999997,1,1675069200.0,23283.45,-445.2599999999984,TP/SL/BMS/CHOCH
BTCUSDT,15m,smc,long,1675095300.0,23192.31,23066.592,27830.772,1,1675105200.0,22794.36,-397.9500000000007,TP/SL/BMS/CHOCH
BTCUSDT,15m,smc,long,1675128600.0,22850.49,22527.6777,27420.588,1,1675912500.0,22523.4,-327.09000000000015,TP/SL/BMS/CHOCH
BTCUSDT,15m,smc,long,1675932300.0,22720.65,22627.38359,27264.780000000002,1,1675955700.0,22623.17,-97.4800000000032,TP/SL/BMS/CHOCH
BTCUSDT,15m,smc,long,1675998900.0,21865.86,21796.902530000003,26239.032,1,1676001600.0,21772.52,-93.34000000000015,TP/SL/BMS/CHOCH
BTCUSDT,15m,smc,long,1676002500.0,21816.53,21638.888,26179.836,1,1676045700.0,21630.59,-185.9399999999987,TP/SL/BMS/CHOCH
BTCUSDT,15m,smc,long,1676061900.0,21724.4,21649.14713,26069.280000000002,1,1676063700.0,21635.9,-88.5,TP/SL/BMS/CHOCH
BTCUSDT,15m,smc,long,1676082600.0,21651.14,21574.641320000002,25981.368,1,1676279700.0,21532.39,-118.75,TP/SL/BMS/CHOCH
