ts,open,high,low,close,vol
1673884800,20995.37,21414.42,20916.43,21308.57,57585.03731
1673899200,21307.29,21474.05,21048.16,21185.65,37395.5848
1673913600,21185.65,21299.04,20841.31,21124.57,43454.76384
1673928000,21124.57,21236.62,21060.8,21133.65,27720.49973
1673942400,21133.65,21249.46,21082.48,21219.75,32766.90672
1673956800,21219.21,21647.45,21030.0,21176.06,87104.51182
1673971200,21176.06,21412.0,21084.0,21336.46,48658.53141
1673985600,21336.46,21413.15,21121.71,21134.81,35702.53057
1674000000,21132.29,21377.44,21103.15,21258.54,40301.19947
1674014400,21257.0,21320.0,21228.54,21307.94,26697.4268
1674028800,21307.94,21316.77,21151.0,21204.67,33225.41111
1674043200,21204.67,21650.0,20842.0,21042.73,97538.81068
1674057600,21042.73,21136.8,20407.15,20906.54,112546.34199
1674072000,20905.37,20938.67,20624.02,20677.47,40606.82944
1674086400,20677.47,20817.85,20659.19,20748.04,37267.51378
1674100800,20748.04,20874.81,20742.71,20818.95,28848.62637
1674115200,20818.94,20846.75,20706.9,20743.72,35522.44033
1674129600,20744.17,20960.23,20660.8,20876.44,61331.76023
1674144000,20876.44,21142.07,20791.13,21090.95,51508.95942
1674158400,21092.1,21192.0,20919.31,21071.59,36906.54912
1674172800,21071.59,21219.6,21013.96,21087.74,37141.33047
1674187200,21087.74,21127.33,20861.28,20959.44,38475.43025
1674201600,20958.43,20993.99,20898.79,20963.51,33292.86295
1674216000,20963.34,21247.55,20955.53,21144.77,63718.57309
1674230400,21145.05,21529.0,21140.99,21496.67,68762.00358
1674244800,21496.67,22755.93,21495.75,22667.21,96688.93625
1674259200,22666.0,22792.86,22422.0,22547.35,46689.92028
1674273600,22547.83,22670.0,22514.6,22638.36,31004.20655
1674288000,22638.36,23335.77,22595.23,22905.65,102373.50511
1674302400,22907.01,23280.0,22851.94,22998.9,60494.75835
1674316800,22998.9,23371.8,22980.0,23270.5,62208.75289
1674331200,23270.97,23299.55,22680.73,22783.55,43674.34114
1674345600,22783.35,22979.88,22602.55,22758.3,43093.66569
1674360000,22759.08,22967.33,22716.72,22895.2,29768.68658
1674374400,22895.49,22938.12,22726.02,22783.61,31739.4919
1674388800,22784.74,23078.71,22645.59,22794.51,49271.02796
1674403200,22794.63,22959.71,22687.13,22722.15,41105.52201
1674417600,22721.88,22773.89,22292.37,22707.88,58599.35872
1674432000,22706.02,22826.46,22646.43,22661.02,36139.99774
1674446400,22661.02,22794.33,22600.14,22695.9,33194.2653
1674460800,22696.61,22957.25,22662.38,22904.58,38266.29469
1674475200,22904.58,23115.0,22500.0,22853.14,80367.50864
1674489600,22855.44,23180.0,22654.0,22792.47,71278.43489
1674504000,22792.47,23044.56,22753.71,22916.45,34341.87812
1674518400,22917.81,23144.76,22864.67,23079.27,41432.57478
1674532800,23079.87,23162.2,23006.98,23054.08,34450.19326
1674547200,23054.7,23090.25,22770.0,22917.66,46085.15863
1674561600,22917.11,23035.31,22711.0,22931.36,64690.98641
1674576000,22931.36,23079.0,22785.59,23018.53,44205.31571
1674590400,23017.73,23080.45,22462.93,22632.89,62294.55375
1674604800,22631.94,22715.06,22300.0,22643.61,56101.10349
1674619200,22643.04,22772.0,22606.04,22712.45,30093.23392
1674633600,22711.85,22739.11,22475.0,22598.47,39000.61252
1674648000,22598.45,22745.0,22335.0,22577.86,70513.75269
1674662400,22578.79,22765.3,22510.0,22748.86,50906.47279
1674676800,22749.97,23816.73,22749.93,23060.94,99427.65682
1674691200,23060.42,23282.47,23041.14,23136.16,49167.22282
1674705600,23136.16,23197.8,22897.17,22966.73,45284.94138
1674720000,22965.81,23048.49,22850.01,22992.94,39326.2452
1674734400,22992.09,23250.0,22880.95,22958.02,81188.23496
1674748800,22955.16,23106.51,22853.81,23070.0,43604.15119
1674763200,23068.57,23195.0,22963.07,23009.65,30353.64026
1674777600,23009.65,23076.62,22534.88,22772.62,46182.87922
1674792000,22772.2,23100.0,22760.64,23072.77,38724.8656
1674806400,23072.29,23083.87,22903.03,22967.47,33552.11913
1674820800,22967.48,23148.0,22841.19,22933.96,62813.27522
1674835200,22932.2,23284.32,22924.01,23253.06,49014.72696
1674849600,23253.06,23500.0,22951.33,23074.16,50545.99702
1674864000,23074.16,23189.0,23042.54,23117.44,24315.1602
1674878400,23117.44,23133.4,22951.01,22991.51,24728.2785
1674892800,22991.86,23017.27,22905.0,22981.51,25675.38157
1674907200,22981.51,23044.12,22878.46,23012.54,33451.32025
1674921600,23012.02,23052.82,22975.0,23039.35,20431.10042
1674936000,23039.35,23042.91,22942.0,23022.6,19514.46991
1674950400,23021.4,23492.0,22967.76,23193.43,52580.79543
1674964800,23194.27,23268.51,23144.99,23203.86,24988.1288
1674979200,23203.39,23605.74,23153.64,23432.17,55739.69077
1674993600,23431.39,23666.0,23350.47,23525.09,54723.54894
1675008000,23525.09,23960.54,23472.0,23897.84,66296.44216
1675022400,23896.65,23910.6,23600.0,23742.3,41360.18594
1675036800,23743.37,23800.51,23567.1,23701.44,36904.38643
1675051200,23700.78,23769.32,23599.15,23642.81,31345.83274
1675065600,23642.81,23676.98,23017.0,23077.47,72543.62927
1675080000,23077.47,23301.82,22962.68,23178.51,58389.64648
1675094400,23178.51,23248.86,22627.9,22784.86,58798.23417
1675108800,22784.86,22840.69,22500.0,22826.15,44424.17212
1675123200,22827.38,22913.71,22714.77,22835.01,35131.51516
1675137600,22835.46,22989.48,22743.05,22978.24,35466.16773
1675152000,22978.24,22996.84,22810.03,22865.43,35127.03829
1675166400,22865.97,23206.84,22851.01,23121.8,64918.10238
1675180800,23121.8,23221.14,23081.08,23163.88,42055.90095
1675195200,23162.99,23320.0,22812.69,23125.13,51950.62458
1675209600,23125.13,23184.29,22997.1,23130.19,35705.95217
1675224000,23130.7,23167.39,23017.07,23076.68,32517.47391
1675238400,23076.67,23100.0,22919.33,23077.52,37238.66144
1675252800,23078.43,23144.85,22938.36,22979.73,53826.35919
1675267200,22979.73,23494.77,22760.23,23385.99,77933.60595
1675281600,23385.99,23812.66,23320.01,23732.66,73568.37005
1675296000,23731.41,24255.0,23690.02,23848.6,61426.43407
1675310400,23848.6,23921.1,23658.2,23781.12,36774.35541
1675324800,23780.65,23852.75,23750.0,23820.49,34341.7451
1675339200,23820.49,23945.68,23525.0,23839.5,83485.59583
1675353600,23839.5,24144.62,23725.76,23802.57,83227.45056
1675368000,23802.57,23924.81,23363.27,23488.94,64921.62654
1675382400,23489.33,23590.11,23411.47,23534.18,41608.93455
1675396800,23533.64,23566.18,23447.25,23456.23,34988.87578
1675411200,23456.22,23541.7,23322.3,23534.13,47896.72547
1675425600,23533.32,23710.8,23227.16,23603.36,102225.36461
1675440000,23604.62,23715.7,23300.76,23307.99,68730.83213
1675454400,23308.05,23472.0,23204.62,23431.9,37120.2965
1675468800,23431.9,23465.15,23331.16,23343.43,25040.05526
1675483200,23343.12,23361.33,23253.96,23329.18,24999.77578
1675497600,23329.18,23376.27,23292.19,23363.76,23614.83087
1675512000,23364.14,23587.78,23340.44,23421.45,41379.54799
1675526400,23421.45,23472.5,23358.57,23425.89,26883.53409
1675540800,23425.28,23449.96,23259.62,23326.84,24208.72896
1675555200,23327.66,23371.99,23230.0,23344.53,27050.82035
1675569600,23344.53,23433.33,23326.23,23377.4,20474.72317
1675584000,23377.03,23419.74,23345.0,23356.33,24127.72175
1675598400,23356.86,23374.8,23000.01,23096.16,51552.20203
1675612800,23096.92,23157.75,22743.0,22891.8,56584.15419
1675627200,22892.65,23030.0,22795.01,22932.91,29461.71768
1675641600,22932.91,23094.92,22823.0,22895.48,29572.88535
1675656000,22895.48,22928.2,22628.13,22879.69,39216.01093
1675670400,22880.91,22939.99,22735.46,22878.23,40012.24453
1675684800,22878.23,23054.66,22745.01,23041.39,58692.68023
1675699200,23042.86,23158.25,22921.25,23031.03,56494.24898
1675713600,23030.29,23032.13,22638.0,22762.52,41383.53688
1675728000,22762.52,22897.67,22745.78,22877.99,33497.36874
1675742400,22877.99,22986.71,22861.45,22910.91,36499.34993
1675756800,22910.91,23064.56,22862.85,22977.24,44279.99243
1675771200,22977.24,23042.0,22876.35,22904.89,52432.35114
1675785600,22904.89,23350.25,22769.05,23091.9,97115.49334
1675800000,23092.87,23309.29,23029.11,23240.46,44182.16924
1675814400,23242.42,23452.0,23225.19,23255.34,40305.77589
1675828800,23255.34,23287.3,23183.17,23232.68,31403.38319
1675843200,23233.23,23239.44,23132.21,23159.07,34433.80696
1675857600,23159.07,23199.58,22857.0,22872.28,65167.42448
1675872000,22871.28,23042.95,22665.85,22874.89,73007.67562
1675886400,22873.9,22980.3,22778.93,22963.0,35738.24103
1675900800,22961.85,23011.39,22424.48,22518.44,65154.16827
1675915200,22519.56,22737.48,22353.71,22676.41,55075.60069
1675929600,22676.41,22770.0,22663.32,22685.79,41696.32449
1675944000,22685.79,22831.41,22556.32,22610.94,74349.41042
1675958400,22610.94,22623.41,21881.0,22032.71,93051.2266
1675972800,22030.99,22084.46,21688.0,21796.35,73567.96503
1675987200,21797.83,21938.16,21756.0,21825.59,44103.28784
1676001600,21825.59,21926.2,21622.4,21911.71,57049.51366
1676016000,21910.61,21926.91,21713.96,21733.52,53475.20812
1676030400,21732.63,21901.24,21520.0,21654.09,79689.38726
1676044800,21652.75,21799.0,21558.13,21771.09,59831.97353
1676059200,21772.26,21790.92,21451.0,21625.19,44442.57206
1676073600,21625.19,21725.95,21599.78,21678.56,33397.4464
1676088000,21678.56,21715.38,21640.03,21692.63,26123.14402
1676102400,21692.63,21705.0,21658.01,21697.44,26681.07439
1676116800,21697.44,21777.54,21662.11,21735.78,33330.44499
1676131200,21735.78,21737.89,21618.23,21662.63,26494.56227
1676145600,21662.36,21906.32,21645.21,21862.55,30994.91226
1676160000,21862.02,21890.16,21766.0,21781.38,25750.93181
1676174400,21781.38,21817.15,21761.04,21798.42,24728.18422
1676188800,21798.42,21960.0,21798.01,21888.31,32585.21424
1676203200,21888.31,21995.6,21756.04,21945.3,41637.6802
1676217600,21944.14,22090.0,21914.07,21997.18,38167.26838
1676232000,21997.18,22028.78,21630.0,21783.54,41566.37278
1676246400,21782.37,21876.43,21622.47,21808.6,45008.5028
1676260800,21808.6,21894.99,21792.86,21867.69,29927.77153
1676275200,21867.74,21874.97,21433.0,21603.11,71030.04136
1676289600,21602.8,21701.34,21556.0,21563.02,51668.73309
1676304000,21561.84,21678.0,21351.07,21607.81,62803.51308
1676318400,21607.81,21845.79,21559.95,21773.97,35292.20605
1676332800,21774.63,21816.62,21677.47,21700.42,31230.75357
1676347200,21700.42,21789.46,21684.59,21768.48,31733.58592
1676361600,21767.56,21875.42,21666.39,21809.81,44954.45087
1676376000,21809.81,22319.08,21532.77,22041.45,136833.56633
1676390400,22040.52,22245.0,21917.31,22208.65,77894.26418
1676404800,22207.96,22285.0,22122.7,22199.84,39311.78022
1676419200,22199.84,22200.88,22047.28,22099.49,36360.45775
1676433600,22099.13,22199.29,22072.55,22109.89,32290.25159
1676448000,22109.89,22500.0,22089.11,22445.13,49264.71292
1676462400,22444.28,22916.98,22443.24,22809.46,100777.72923
1676476800,22809.46,23353.87,22745.03,23318.9,70218.08957
1676491200,23320.18,24380.0,23296.3,24324.05,86757.92005
1676505600,24322.87,24905.0,24278.58,24732.42,58850.15163
1676520000,24731.6,24756.35,24430.12,24612.95,48051.21682
1676534400,24611.51,24664.49,24509.07,24568.55,39484.86925
1676548800,24567.93,25091.0,24283.35,25072.67,101794.47626
1676563200,25072.67,25250.0,24606.14,24872.58,108806.09222
1676577600,24872.58,24879.81,23505.25,23517.72,93093.87748
1676592000,23517.72,23914.58,23339.37,23838.64,69235.79241
1676606400,23838.64,23883.12,23612.0,23637.04,43781.38344
1676620800,23635.84,23861.78,23532.69,23789.82,58228.45005
1676635200,23789.12,24280.0,23710.0,24130.5,118441.1066
1676649600,24130.5,24560.64,23917.65,24524.49,115198.92622
1676664000,24524.49,25021.11,24051.73,24569.97,91927.55504
1676678400,24568.24,24787.5,24503.49,24609.68,37989.15667
1676692800,24609.68,24676.9,24430.0,24519.01,31352.25067
1676707200,24519.01,24607.82,24436.46,24519.42,33957.71014
1676721600,24519.93,24734.32,24488.43,24668.26,45000.52343
1676736000,24667.02,24877.0,24567.9,24608.34,45513.45782
1676750400,24608.34,24666.0,24514.03,24631.95,23104.1534
1676764800,24632.05,24770.67,24622.18,24681.69,24556.3165
1676779200,24682.1,24850.0,24563.23,24582.62,38276.37482
1676793600,24582.62,24706.77,24560.47,24669.43,30376.46031
1676808000,24669.43,25046.0,24656.44,24922.21,59494.57652
1676822400,24922.21,25192.0,24277.53,24523.79,99703.62008
1676836800,24523.04,24580.28,24192.57,24271.76,47988.64719
1676851200,24272.51,24480.44,23840.83,24418.95,63390.50289
1676865600,24417.86,24555.0,24402.87,24503.65,38007.57091
1676880000,24503.65,24983.71,24373.33,24890.0,79645.74015
1676894400,24889.0,25121.23,24720.0,24942.87,80964.87642
1676908800,24942.87,24957.32,24622.0,24872.19,56462.35763
1676923200,24872.18,24887.2,24655.0,24842.2,28467.52197
1676937600,24843.89,25093.23,24781.5,24926.56,47489.89991
1676952000,24926.56,25050.0,24854.18,24999.95,37867.03335
1676966400,24999.77,25250.0,24555.55,24572.83,86178.83261
1676980800,24572.83,24790.0,24408.0,24558.09,79603.75437
1676995200,24556.81,24745.78,24279.35,24602.88,75522.89551
1677009600,24602.88,24639.56,24148.34,24452.16,49338.41293
1677024000,24450.67,24476.05,23855.55,24201.85,66953.18365
1677038400,24202.67,24221.6,23931.0,24060.95,53259.16489
1677052800,24059.73,24216.55,23860.61,24160.87,58413.62449
1677067200,24160.87,24235.37,23627.08,23713.61,86251.40733
1677081600,23714.94,23972.97,23574.69,23791.67,74769.74135
1677096000,23791.68,24218.92,23735.19,24182.21,39778.63194
1677110400,24182.21,24599.59,24124.33,24454.85,58028.05449
1677124800,24454.85,24526.08,24311.35,24376.27,40892.96719
1677139200,24377.12,24494.28,23647.46,23780.2,72957.69926
1677153600,23780.21,24228.44,23608.0,23950.92,114931.1652
1677168000,23951.83,24056.0,23725.1,23971.5,72622.39716
1677182400,23971.51,24069.87,23756.77,23940.2,38968.17107
1677196800,23940.2,24132.35,23890.0,23954.05,37762.53136
1677211200,23954.5,23986.12,23766.6,23830.32,37287.85119
1677225600,23831.22,23973.79,23754.03,23883.72,38332.75164
1677240000,23883.72,24027.44,23322.01,23351.31,88325.951
1677254400,23349.25,23353.1,22841.19,23182.27,94448.70234
1677268800,23182.27,23332.79,22974.3,23185.29,47424.787
1677283200,23184.04,23219.13,23045.33,23077.64,26711.13207
1677297600,23077.12,23129.65,23023.23,23117.16,24808.07053
1677312000,23117.1,23158.16,22906.5,22983.85,35506.74408
1677326400,22983.85,23086.0,22858.35,23006.18,33363.06698
1677340800,23006.18,23086.29,22912.1,22983.05,31984.90521
1677355200,22983.78,23185.99,22722.0,23157.07,38937.89123
1677369600,23157.07,23250.0,23059.18,23214.53,25544.02597
1677384000,23214.53,23227.17,23090.0,23154.57,22591.59482
1677398400,23154.57,23293.97,23112.35,23253.44,27886.07588
1677412800,23253.44,23331.26,23126.47,23247.23,35538.36772
1677427200,23247.96,23544.93,23137.0,23499.33,42223.44384
1677441600,23499.33,23689.99,23323.42,23554.85,48540.228
1677456000,23554.85,23644.65,23432.76,23551.62,30792.51063
1677470400,23551.99,23561.34,23346.16,23423.31,30283.95062
1677484800,23423.88,23455.31,23332.65,23428.87,28495.85395
1677499200,23428.87,23897.99,23379.25,23559.4,83616.02692
1677513600,23557.66,23618.3,23150.0,23276.35,71456.59915
1677528000,23276.34,23582.98,23106.77,23492.09,39061.14463
1677542400,23492.09,23549.99,23349.57,23467.52,25897.10942
1677556800,23467.01,23470.44,23212.8,23236.68,29133.3021
1677571200,23235.63,23421.98,23200.0,23392.69,33078.50122
1677585600,23391.96,23579.12,23315.42,23518.3,68386.6113
1677600000,23519.08,23600.0,23205.06,23264.36,54116.84831
1677614400,23263.38,23343.55,23020.97,23141.57,53528.62659
1677628800,23141.57,23498.0,23020.03,23441.14,47163.64208
1677643200,23440.37,23847.0,23425.44,23716.06,49437.13297
1677657600,23716.06,24000.0,23673.44,23739.17,45593.75366
1677672000,23739.87,23888.0,23550.8,23711.09,71527.84275
1677686400,23711.09,23746.24,23328.16,23355.14,59540.49755
1677700800,23354.03,23674.6,23300.0,23628.97,42024.54836
1677715200,23629.76,23796.93,23423.17,23494.29,38918.66091
1677729600,23494.29,23546.82,23335.41,23391.87,27953.94328
1677744000,23391.87,23468.5,23337.37,23414.73,32030.91052
1677758400,23414.73,23434.26,23195.9,23361.11,63610.81714
1677772800,23361.1,23507.97,23231.29,23463.99,46562.98279
1677787200,23463.4,23567.52,23386.44,23465.32,30238.13755
1677801600,23465.32,23476.95,21971.13,22319.69,105002.30763
1677816000,22319.69,22411.36,22251.08,22360.78,39524.68367
1677830400,22360.78,22479.97,22300.14,22342.92,34119.07106
1677844800,22343.06,22498.99,22172.65,22336.33,63808.35172
1677859200,22335.84,22448.25,22229.25,22358.48,42253.91274
1677873600,22357.83,22378.22,22147.0,22354.34,35245.87103
1677888000,22354.34,22392.17,22323.05,22346.66,17092.81805
1677902400,22346.65,22410.0,22269.94,22359.09,20708.89441
1677916800,22359.44,22376.97,22322.3,22349.46,15610.44674
1677931200,22349.46,22398.0,22307.98,22317.87,19247.99791
1677945600,22317.38,22347.93,22227.2,22250.78,18483.98314
1677960000,22250.67,22359.0,22157.08,22346.57,30113.24107
1677974400,22346.57,22662.09,22189.22,22387.02,47822.67957
1677988800,22387.02,22470.93,22365.26,22375.7,19299.91498
1678003200,22375.7,22448.8,22316.63,22389.77,20090.00817
1678017600,22390.12,22494.96,22388.57,22436.18,22428.03796
1678032000,22436.7,22460.07,22374.6,22403.45,16269.59179
1678046400,22403.45,22560.0,22331.0,22430.24,28931.52539
1678060800,22430.24,22508.0,22258.0,22387.19,38270.80221
1678075200,22387.19,22436.0,22313.94,22392.74,20841.04209
1678089600,22392.74,22450.0,22355.0,22379.57,28144.14141
1678104000,22379.95,22602.19,22357.08,22553.42,44162.64438
1678118400,22554.43,22586.98,22358.0,22393.35,45283.05605
1678132800,22393.35,22450.0,22320.01,22410.0,27050.14343
1678147200,22409.41,22557.91,22377.69,22460.54,28066.33637
1678161600,22460.99,22479.85,22408.09,22419.71,21032.34041
1678176000,22420.29,22432.6,22321.0,22351.02,35538.29626
1678190400,22351.02,22489.88,21927.0,22320.9,97281.67866
1678204800,22321.98,22394.08,22054.92,22124.77,62136.24828
1678219200,22125.99,22230.51,21943.0,22197.96,48464.90914
1678233600,22198.56,22287.0,22084.3,22152.52,30155.52102
1678248000,22152.52,22167.73,21840.13,21971.03,47071.5731
1678262400,21971.83,22144.2,21944.55,22072.45,41053.20652
1678276800,22071.98,22229.04,21876.66,22140.8,81155.91342
1678291200,22139.97,22218.3,21944.25,21997.25,47324.56273
1678305600,21997.25,22133.75,21580.0,21705.44,54699.79593
1678320000,21704.37,21806.68,21629.43,21769.66,35431.65786
1678334400,21770.37,21774.69,21665.67,21688.54,27862.16425
1678348800,21688.54,21700.0,21527.0,21669.38,52297.6602
1678363200,21669.38,21834.99,21552.84,21648.57,71861.08871
1678377600,21647.42,21675.22,20766.2,20854.93,127310.48874
1678392000,20856.3,20867.3,20042.72,20362.22,128895.22608
1678406400,20362.21,20367.78,19776.22,20052.07,111144.42259
1678420800,20052.07,20065.0,19776.55,19953.58,83995.86888
1678435200,19953.58,19977.0,19549.09,19760.78,96978.28705
1678449600,19761.12,20321.19,19657.11,20004.96,152618.48716
1678464000,20004.96,20307.73,19824.06,20024.32,109663.76524
1678478400,20022.72,20240.4,19850.0,20150.69,64055.63618
1678492800,20150.69,20686.51,20135.05,20393.88,98589.40007
1678507200,20393.89,20435.43,19823.82,19850.81,76336.21941
1678521600,19850.81,20208.36,19765.03,20086.07,81791.94176
1678536000,20086.07,20205.46,20030.0,20061.98,50101.82477
1678550400,20062.77,20331.44,19992.24,20220.96,62707.52998
1678564800,20220.98,20529.91,20214.63,20455.73,58304.90534
1678579200,20455.73,20502.46,20303.53,20376.46,51370.51344
1678593600,20376.47,20440.8,20270.6,20346.71,35988.61581
1678608000,20346.71,20497.34,20333.8,20445.43,39710.54197
1678622400,20445.56,20466.0,20284.39,20358.96,49787.13406
1678636800,20359.59,21331.75,20341.85,20779.54,124989.68987
1678651200,20779.54,22150.0,20755.76,21997.11,129098.44773
1678665600,21998.05,22600.0,21860.74,22231.62,111447.41727
1678680000,22232.76,22506.0,22222.88,22458.72,68170.49795
1678694400,22458.87,22539.64,21813.88,22106.64,112208.05043
1678708800,22106.63,24500.0,21959.0,23981.72,216519.77954
1678723200,23981.72,24393.83,23755.0,24279.91,122447.56492
1678737600,24277.25,24311.99,23938.0,24113.48,57096.00248
1678752000,24112.27,24496.41,23986.02,24374.2,70241.14758
1678766400,24375.68,24820.0,24139.06,24247.64,78968.84513
1678780800,24246.75,24820.0,24118.28,24743.04,90925.96183
1678795200,24743.05,26386.87,24458.04,25894.67,210348.01513
1678809600,25894.67,26001.81,24212.49,25054.15,144791.97024
1678824000,25048.39,25167.9,23976.42,24670.41,104084.99432
1678838400,24670.41,25074.24,24284.6,24717.65,74592.62791
1678852800,24716.87,24918.59,24599.0,24871.28,49951.0718
1678867200,24872.54,24922.22,24255.0,24754.5,92660.51407
1678881600,24753.27,25196.97,24371.6,24471.01,172954.88765
1678896000,24471.01,24523.0,23896.95,24366.71,137774.37953
1678910400,24369.97,24633.02,24223.0,24285.66,53517.24888
1678924800,24285.66,24439.8,24123.0,24265.43,52421.25766
1678939200,24265.44,24685.0,24182.0,24614.27,58224.85322
1678953600,24615.79,25066.32,24374.35,24824.62,94332.38827
1678968000,24826.33,25032.74,24515.23,24888.44,105164.77326
1678982400,24889.94,25167.4,24620.0,24953.21,75970.81647
1678996800,24953.21,25090.0,24623.52,24998.78,53307.2411
