ts,oi
1776464100,2343288.262
1776465000,2348234.75
1776465900,2349599.006
1776466800,2345419.426
1776467700,2343762.406
1776468600,2331476.853
1776469500,2329916.224
1776470400,2326786.022
1776471300,2324859.534
1776472200,2323204.367
1776473100,2316029.486
1776474000,2316967.285
1776474900,2315293.723
1776475800,2315599.644
1776476700,2316013.72
1776477600,2316093.937
1776478500,2317813.107
1776479400,2317605.135
1776480300,2318278.428
1776481200,2318221.991
1776482100,2316652.874
1776483000,2316221.833
1776483900,2314319.383
1776484800,2284543.934
1776485700,2281540.025
1776486600,2278069.298
1776487500,2274509.937
1776488400,2271635.912
1776489300,2269483.013
1776490200,2268922.34
1776491100,2269299.178
1776492000,2268918.425
1776492900,2267067.452
1776493800,2267253.983
1776494700,2266191.051
1776495600,2266437.996
1776496500,2266804.105
1776497400,2266267.376
1776498300,2265510.363
1776499200,2264806.715
1776500100,2260792.321
1776501000,2216301.194
1776501900,2198782.68
1776502800,2197335.879
1776503700,2190894.081
1776504600,2186689.021
1776505500,2187198.415
1776506400,2185905.281
1776507300,2165776.058
1776508200,2168771.197
1776509100,2167788.723
1776510000,2167237.387
1776510900,2172316.742
1776511800,2174131.225
1776512700,2171739.983
1776513600,2170507.164
1776514500,2163289.335
1776515400,2161207.554
1776516300,2161868.79
1776517200,2159522.075
1776518100,2159813.165
1776519000,2161142.655
1776519900,2160480.219
1776520800,2161312.324
1776521700,2159944.819
1776522600,2158402.917
1776523500,2158530.865
1776524400,2157992.218
1776525300,2152557.225
1776526200,2152872.521
1776527100,2152888.005
1776528000,2152765.511
1776528900,2151108.664
1776529800,2150866.686
1776530700,2150009.88
1776531600,2146592.996
1776532500,2147581.759
1776533400,2147969.15
1776534300,2147965.343
1776535200,2147360.949
1776536100,2145665.847
1776537000,2148233.21
1776537900,2157011.438
1776538800,2158706.049
1776539700,2156383.513
1776540600,2157701.379
1776541500,2158204.129
1776542400,2157781.232
1776543300,2158953.859
1776544200,2158032.049
1776545100,2156977.351
1776546000,2155166.347
1776546900,2153381.873
1776547800,2152850.826
1776548700,2153302.989
1776549600,2153309.174
1776550500,2154325.728
1776551400,2154836.036
1776552300,2154899.306
1776553200,2155090.37
1776554100,2155457.081
1776555000,2155510.717
1776555900,2154944.952
1776556800,2153974.298
1776557700,2153633.754
1776558600,2155273.436
1776559500,2155782.526
1776560400,2156149.325
1776561300,2155952.431
1776562200,2156102.229
1776563100,2159255.725
1776564000,2159479.038
1776564900,2159642.969
1776565800,2156723.008
1776566700,2158282.38
1776567600,2158642.263
1776568500,2162959.442
1776569400,2163837.531
1776570300,2164900.327
1776571200,2162862.164
1776572100,2161585.725
1776573000,2162087.436
1776573900,2140637.705
1776574800,2142475.318
1776575700,2142918.505
1776576600,2143564.77
1776577500,2142857.095
1776578400,2142705.779
1776579300,2145720.826
1776580200,2142312.944
1776581100,2137595.774
1776582000,2137757.133
1776582900,2136105.72
1776583800,2162056.044
1776584700,2161855.535
1776585600,2164950.688
1776586500,2166854.018
1776587400,2167628.006
1776588300,2172010.235
1776589200,2173138.749
1776590100,2173398.143
1776591000,2174430.104
1776591900,2174463.931
1776592800,2173069.133
1776593700,2173911.967
1776594600,2172055.876
1776595500,2173828.424
1776596400,2172169.373
1776597300,2166399.691
1776598200,2166919.59
1776599100,2166553.551
1776600000,2166373.31
1776600900,2168322.003
1776601800,2168204.758
1776602700,2165249.541
1776603600,2170921.653
1776604500,2170063.434
1776605400,2177651.698
1776606300,2180527.05
1776607200,2180707.411
1776608100,2176213.683
1776609000,2174185.15
1776609900,2174194.357
1776610800,2174971.978
1776611700,2175930.103
1776612600,2175837.597
1776613500,2161394.723
1776614400,2161598.128
1776615300,2161748.219
1776616200,2162906.663
1776617100,2162194.998
1776618000,2164623.368
1776618900,2156946.655
1776619800,2154192.242
1776620700,2156886.287
1776621600,2159562.433
1776622500,2160522.735
1776623400,2159466.202
1776624300,2158752.233
1776625200,2159055.189
1776626100,2159794.14
1776627000,2161424.79
1776627900,2162208.072
1776628800,2161591.884
1776629700,2163190.869
1776630600,2164821.562
1776631500,2163341.199
1776632400,2156645.427
1776633300,2156056.874
1776634200,2156313.052
1776635100,2155962.323
1776636000,2156442.148
1776636900,2157646.795
1776637800,2165875.09
1776638700,2159543.027
1776639600,2161303.959
1776640500,2163360.78
1776641400,2164735.747
1776642300,2165146.102
1776643200,2165630.359
1776644100,2167869.564
1776645000,2165236.919
1776645900,2169518.873
1776646800,2166449.35
1776647700,2166179.767
1776648600,2166510.128
1776649500,2164837.573
1776650400,2163029.973
1776651300,2157538.278
1776652200,2162097.763
1776653100,2164546.86
1776654000,2167641.239
1776654900,2168800.228
1776655800,2168371.574
1776656700,2167860.473
1776657600,2164198.929
1776658500,2162815.515
1776659400,2162580.293
1776660300,2162091.202
1776661200,2161907.857
1776662100,2154487.34
1776663000,2154112.006
1776663900,2154688.217
1776664800,2157508.443
1776665700,2156784.043
1776666600,2158598.472
1776667500,2157115.854
1776668400,2160861.84
1776669300,2164771.235
1776670200,2158677.717
1776671100,2154959.76
1776672000,2147053.067
1776672900,2149333.8
1776673800,2152250.754
1776674700,2152062.399
1776675600,2153804.523
1776676500,2154085.344
1776677400,2155285.101
1776678300,2162263.508
1776679200,2162688.29
1776680100,2162825.359
1776681000,2163929.877
1776681900,2157703.605
1776682800,2156860.901
1776683700,2154512.067
1776684600,2155723.538
1776685500,2158344.202
1776686400,2162812.232
1776687300,2164361.25
1776688200,2167683.222
1776689100,2167790.387
1776690000,2166887.497
1776690900,2171652.186
1776691800,2170014.145
1776692700,2170459.48
1776693600,2171806.567
1776694500,2164835.763
1776695400,2158786.367
1776696300,2162456.551
1776697200,2155936.851
1776698100,2150140.907
1776699000,2148176.203
1776699900,2155726.906
1776700800,2153077.65
1776701700,2152502.773
1776702600,2147810.294
1776703500,2149057.637
1776704400,2147831.043
1776705300,2146234.381
1776706200,2149370.23
1776707100,2145960.952
1776708000,2143763.856
1776708900,2144790.48
1776709800,2139842.08
1776710700,2145512.319
1776711600,2131765.685
1776712500,2136181.186
1776713400,2134190.02
1776714300,2134331.501
1776715200,2134654.599
1776716100,2135783.594
1776717000,2135502.591
1776717900,2135936.967
1776718800,2150474.623
1776719700,2126742.269
1776720600,2118961.129
1776721500,2118781.206
1776722400,2118014.585
1776723300,2119343.619
1776724200,2118890.338
1776725100,2118167.871
1776726000,2117864.063
1776726900,2114324.353
1776727800,2115211.635
1776728700,2115495.872
1776729600,2116715.517
1776730500,2118513.709
1776731400,2118890.085
1776732300,2119406.663
1776733200,2118774.358
1776734100,2119901.061
1776735000,2121147.677
1776735900,2122603.911
1776736800,2121762.666
1776737700,2124122.342
1776738600,2123584.034
1776739500,2123675.246
1776740400,2123906.915
1776741300,2117816.727
1776742200,2115837.286
1776743100,2115909.952
1776744000,2114728.249
1776744900,2116325.054
1776745800,2113847.415
1776746700,2113446.244
1776747600,2115990.67
1776748500,2117945.587
1776749400,2119647.747
1776750300,2119665.124
1776751200,2120792.853
1776752100,2119357.306
1776753000,2119079.714
1776753900,2123778.82
1776754800,2124001.191
1776755700,2125586.113
1776756600,2129047.994
1776757500,2128942.846
1776758400,2129286.433
1776759300,2130303.283
1776760200,2132799.878
1776761100,2133430.344
1776762000,2131210.248
1776762900,2133339.665
1776763800,2137373.252
1776764700,2141955.999
1776765600,2142419.891
1776766500,2143044.514
1776767400,2141751.682
1776768300,2145677.315
1776769200,2152123.154
1776770100,2131810.598
1776771000,2132930.178
1776771900,2133066.4
1776772800,2133060.746
1776773700,2134648.399
1776774600,2132634.9
1776775500,2127444.937
1776776400,2130947.607
1776777300,2132385.224
1776778200,2133576.567
1776779100,2133502.3
1776780000,2133020.317
1776780900,2136183.211
1776781800,2131451.932
1776782700,2131248.567
1776783600,2128882.383
1776784500,2128980.591
1776785400,2128169.341
1776786300,2129338.162
1776787200,2127440.122
1776788100,2123828.639
1776789000,2129427.648
1776789900,2133924.727
1776790800,2132680.833
1776791700,2123900.494
1776792600,2122995.259
1776793500,2123846.622
1776794400,2122967.82
1776795300,2119940.664
1776796200,2118553.973
1776797100,2117953.316
1776798000,2118157.036
1776798900,2119166.851
1776799800,2120391.795
1776800700,2119122.391
1776801600,2120851.134
1776802500,2127432.055
1776803400,2145747.648
1776804300,2148621.25
1776805200,2143441.399
1776806100,2141496.342
1776807000,2140234.531
1776807900,2139291.484
1776808800,2139286.965
1776809700,2139435.057
1776810600,2129429.512
1776811500,2121305.996
1776812400,2122199.748
1776813300,2122275.222
1776814200,2122728.024
1776815100,2125087.627
1776816000,2126869.428
1776816900,2128357.218
1776817800,2129131.675
1776818700,2130588.617
1776819600,2132145.366
1776820500,2135172.153
1776821400,2126050.216
1776822300,2126533.569
1776823200,2129623.978
1776824100,2140347.793
1776825000,2138233.387
1776825900,2164651.719
1776826800,2181457.598
1776827700,2199255.208
1776828600,2197481.335
1776829500,2194188.318
1776830400,2191444.832
1776831300,2191718.662
1776832200,2191579.134
1776833100,2192422.889
1776834000,2193243.789
1776834900,2195155.405
1776835800,2181246.655
1776836700,2210883.618
1776837600,2222533.902
1776838500,2221832.035
1776839400,2223561.66
1776840300,2225266.379
1776841200,2227188.274
1776842100,2227831.509
1776843000,2221578.369
1776843900,2225449.313
1776844800,2227440.907
1776845700,2229886.028
1776846600,2229037.51
1776847500,2233374.767
1776848400,2234979.838
1776849300,2237357.162
1776850200,2238387.478
1776851100,2239789.82
1776852000,2240218.404
1776852900,2239958.528
1776853800,2241139.269
1776854700,2240711.624
1776855600,2240627.229
1776856500,2241190.07
1776857400,2239589.855
1776858300,2238784.57
1776859200,2236157.312
1776860100,2246385.951
1776861000,2244476.477
1776861900,2245067.621
1776862800,2245423.676
1776863700,2246292.928
1776864600,2245494.883
1776865500,2251480.647
1776866400,2265993.687
1776867300,2275389.994
1776868200,2280206.237
1776869100,2274153.311
