ts,oi
1776470400,2326786.022
1776484800,2284543.934
1776499200,2264806.715
1776513600,2170507.164
1776528000,2152765.511
1776542400,2157781.232
1776556800,2153974.298
1776571200,2162862.164
1776585600,2164950.688
1776600000,2166373.31
1776614400,2161598.128
1776628800,2161591.884
1776643200,2165630.359
1776657600,2164198.929
1776672000,2147053.067
1776686400,2162812.232
1776700800,2153077.65
1776715200,2134654.599
1776729600,2116715.517
1776744000,2114728.249
1776758400,2129286.433
1776772800,2133060.746
1776787200,2127440.122
1776801600,2120851.134
1776816000,2126869.428
1776830400,2191444.832
1776844800,2227440.907
1776859200,2236157.312
1776873600,2315605.554
1776888000,2332747.859
1776902400,2335038.79
1776916800,2268332.634
1776931200,2207797.865
1776945600,2082083.743
1776960000,2053260.443
1776974400,2041416.597
1776988800,2016907.412
1777003200,2019684.112
1777017600,2042040.792
1777032000,2052725.247
1777046400,2050082.496
1777060800,2042523.354
1777075200,2014760.286
1777089600,2016560.944
1777104000,2013586.539
1777118400,2024579.673
1777132800,2032627.092
1777147200,2038991.893
1777161600,2043841.633
1777176000,2050475.496
1777190400,2069778.037
1777204800,2076879.725
1777219200,2097073.768
1777233600,2076598.52
1777248000,2059724.919
1777262400,2068960.47
1777276800,2027367.21
1777291200,2035527.749
1777305600,2007270.606
1777320000,2019486.247
1777334400,2017901.924
1777348800,2019573.806
1777363200,2049051.007
1777377600,2022736.557
1777392000,2027027.233
1777406400,1996884.823
1777420800,1972638.045
1777435200,1963933.355
1777449600,2000011.673
1777464000,1999124.846
1777478400,1978529.499
1777492800,2036194.639
1777507200,2008835.556
1777521600,1999476.713
1777536000,2007555.592
1777550400,2010417.813
1777564800,2016230.829
1777579200,2008245.159
1777593600,2000359.632
1777608000,1987325.77
1777622400,2000922.538
1777636800,2002149.92
1777651200,1995029.706
1777665600,1985286.459
1777680000,1946089.368
1777694400,1946106.091
1777708800,1950822.497
1777723200,1950736.232
1777737600,1963768.321
1777752000,1969128.081
1777766400,1969398.271
1777780800,1976788.955
1777795200,1984791.137
1777809600,2037236.648
1777824000,2056977.434
1777838400,2069960.362
1777852800,2078940.205
1777867200,2171456.577
1777881600,2192923.012
1777896000,2131358.612
1777910400,2113526.608
1777924800,2085346.378
1777939200,2077922.274
1777953600,2101287.608
1777968000,2121339.865
1777982400,2126554.732
1777996800,2118589.273
1778011200,2091789.022
1778025600,2071426.349
1778040000,2068050.167
1778054400,2050244.137
1778068800,2323214.264
1778083200,2263326.392
1778097600,2226877.456
1778112000,2195717.676
1778126400,2299204.095
1778140800,2295387.215
1778155200,2314564.946
1778169600,2334411.289
1778184000,2329070.473
1778198400,2294594.437
1778212800,2306563.541
1778227200,2304077.891
1778241600,2300463.818
1778256000,2298729.781
1778270400,2247577.571
1778284800,2238183.037
1778299200,2244353.684
1778313600,2250656.682
1778328000,2257362.963
1778342400,2221735.8
1778356800,2180631.856
1778371200,2168741.643
1778385600,2164041.694
1778400000,2172788.88
1778414400,2178661.679
1778428800,2177656.076
1778443200,2112794.713
1778457600,2069604.949
1778472000,2048218.146
1778486400,2059957.846
1778500800,2073591.613
1778515200,2095574.575
1778529600,2067809.716
1778544000,2066572.213
1778558400,2109779.791
1778572800,2136192.417
1778587200,2192166.824
1778601600,2249414.595
1778616000,2251501.448
1778630400,2230684.379
1778644800,2217590.323
1778659200,2196317.752
1778673600,2143984.407
1778688000,2216423.615
1778702400,2248768.557
1778716800,2250064.375
1778731200,2249571.524
1778745600,2224426.44
1778760000,2214540.951
1778774400,2182089.881
1778788800,2114951.164
1778803200,2090453.926
1778817600,2103426.208
1778832000,2142205.605
1778846400,2169400.565
1778860800,2290811.981
1778875200,2289145.712
1778889600,2276025.783
1778904000,2275265.665
1778918400,2267551.752
1778932800,2302801.745
1778947200,2313440.491
1778961600,2307756.602
1778976000,2299473.76
1778990400,2319680.356
1779004800,2299569.316
1779019200,2296572.277
1779033600,2294435.853
1779048000,2293645.171
