ts,oi
1776465000,107307.893
1776466800,107194.14
1776468600,106803.905
1776470400,106822.363
1776472200,106692.861
1776474000,106641.105
1776475800,106620.562
1776477600,106671.114
1776479400,106680.301
1776481200,106717.133
1776483000,106663.357
1776484800,106438.123
1776486600,106311.245
1776488400,106215.335
1776490200,106175.728
1776492000,106184.359
1776493800,106345.367
1776495600,106361.255
1776497400,106362.496
1776499200,105916.084
1776501000,105590.643
1776502800,105316.597
1776504600,104511.084
1776506400,104332.443
1776508200,103825.641
1776510000,103790.082
1776511800,103795.952
1776513600,102672.684
1776515400,102186.738
1776517200,102144.593
1776519000,102148.126
1776520800,101841.895
1776522600,101705.096
1776524400,101821.162
1776526200,101474.721
1776528000,101310.339
1776529800,100355.085
1776531600,100171.885
1776533400,99912.84
1776535200,99679.535
1776537000,99214.34
1776538800,99000.965
1776540600,98892.639
1776542400,98888.572
1776544200,98807.661
1776546000,98743.57
1776547800,98677.92
1776549600,98682.679
1776551400,98712.171
1776553200,98501.213
1776555000,98342.08
1776556800,98259.906
1776558600,98139.333
1776560400,98267.6
1776562200,98176.007
1776564000,98017.848
1776565800,97840.652
1776567600,97819.081
1776569400,97637.437
1776571200,97626.627
1776573000,97471.366
1776574800,97427.695
1776576600,97018.701
1776578400,97026.397
1776580200,97080.386
1776582000,97065.126
1776583800,96982.525
1776585600,97152.705
1776587400,97261.553
1776589200,97371.685
1776591000,97413.951
1776592800,97378.346
1776594600,97527.636
1776596400,97415.384
1776598200,97410.99
1776600000,97524.642
1776601800,97382.694
1776603600,97486.778
1776605400,97489.414
1776607200,97616.499
1776609000,97631.016
1776610800,97777.091
1776612600,97813.358
1776614400,97573.195
1776616200,97557.431
1776618000,97578.871
1776619800,97669.537
1776621600,97080.362
1776623400,96965.427
1776625200,97151.705
1776627000,97124.546
1776628800,97112.108
1776630600,97336.833
1776632400,96997.35
1776634200,96958.362
1776636000,97382.707
1776637800,96347.215
1776639600,96175.566
1776641400,95996.515
1776643200,95695.642
1776645000,95251.262
1776646800,95355.192
1776648600,95195.516
1776650400,95230.845
1776652200,95228.264
1776654000,95220.276
1776655800,95560.709
1776657600,95286.254
1776659400,95302.35
1776661200,95357.827
1776663000,95379.602
1776664800,95388.979
1776666600,95424.653
1776668400,95619.039
1776670200,95341.311
1776672000,95159.148
1776673800,95064.562
1776675600,94957.325
1776677400,95027.807
1776679200,95021.241
1776681000,94861.166
1776682800,94817.991
1776684600,94766.183
1776686400,94744.206
1776688200,94668.654
1776690000,94536.234
1776691800,94864.101
1776693600,94985.03
1776695400,95200.957
1776697200,95236.228
1776699000,95163.391
1776700800,95323.768
1776702600,95281.731
1776704400,95229.42
1776706200,94639.061
1776708000,94214.071
1776709800,93347.043
1776711600,94169.649
1776713400,93575.408
1776715200,94729.626
1776717000,94423.912
1776718800,93527.811
1776720600,93443.707
1776722400,93392.333
1776724200,93421.369
1776726000,93447.595
1776727800,93245.432
1776729600,93250.322
1776731400,93342.56
1776733200,93336.36
1776735000,93518.4
1776736800,93523.74
1776738600,93568.248
1776740400,93498.207
1776742200,93489.914
1776744000,93480.458
1776745800,93569.577
1776747600,93512.504
1776749400,93891.826
1776751200,93978.643
1776753000,94034.838
1776754800,94149.091
1776756600,94149.619
1776758400,94183.984
1776760200,94379.444
1776762000,94095.552
1776763800,94517.117
1776765600,94763.441
1776767400,94890.128
1776769200,95285.147
1776771000,95753.131
1776772800,95888.455
1776774600,95708.937
1776776400,95886.084
1776778200,95922.428
1776780000,96149.931
1776781800,97540.774
1776783600,98363.702
1776785400,97914.884
1776787200,97727.564
1776789000,97716.563
1776790800,97418.396
1776792600,96781.666
1776794400,96562.328
1776796200,96411.268
1776798000,96366.868
1776799800,96340.683
1776801600,95727.12
1776803400,95858.582
1776805200,95714.08
1776807000,95702.895
1776808800,95709.469
1776810600,95528.981
1776812400,95436.584
1776814200,95344.922
1776816000,94836.652
1776817800,95142.232
1776819600,95490.039
1776821400,95568.143
1776823200,95676.704
1776825000,96949.428
1776826800,97520.621
1776828600,98283.456
1776830400,98593.704
1776832200,98824.741
1776834000,99095.975
1776835800,100251.851
1776837600,99757.446
1776839400,99858.44
1776841200,99933.493
1776843000,99897.904
1776844800,99808.874
1776846600,100021.485
1776848400,100178.293
1776850200,100252.458
1776852000,100415.608
1776853800,100497.77
1776855600,100573.361
1776857400,100646.142
1776859200,100765.952
1776861000,100764.289
1776862800,100921.03
1776864600,101122.379
1776866400,101806.096
1776868200,102770.267
1776870000,103699.988
1776871800,105222.371
1776873600,105962.294
1776875400,106122.378
1776877200,105680.611
1776879000,105451.552
1776880800,105421.132
1776882600,105382.493
1776884400,105459.571
1776886200,104558.039
1776888000,104318.541
1776889800,104366.147
1776891600,104270.767
1776893400,104280.19
1776895200,104242.041
1776897000,104361.407
1776898800,104272.06
1776900600,103890.007
1776902400,103867.514
1776904200,102543.17
1776906000,102600.849
1776907800,102468.119
1776909600,102533.404
1776911400,102525.712
1776913200,102429.839
1776915000,102192.196
1776916800,102408.436
1776918600,102243.079
1776920400,102210.128
1776922200,102423.327
1776924000,102343.592
1776925800,102064.031
1776927600,102116.355
1776929400,102158.903
1776931200,101900.849
1776933000,101853.828
1776934800,101225.556
1776936600,100399.374
1776938400,100283.638
1776940200,97772.284
1776942000,97775.443
1776943800,97784.24
1776945600,97559.939
1776947400,97950.235
1776949200,98056.981
1776951000,98103.619
1776952800,98007.479
1776954600,97940.302
1776956400,98216.741
1776958200,98102.274
1776960000,98357.762
1776961800,98564.99
1776963600,98944.441
1776965400,99264.957
1776967200,98142.7
1776969000,98404.645
1776970800,98404.546
1776972600,98545.639
1776974400,98668.04
1776976200,98744.53
1776978000,98495.188
1776979800,98530.534
1776981600,98636.346
1776983400,99035.934
1776985200,99111.628
1776987000,99032.173
1776988800,99156.659
1776990600,99277.215
1776992400,99300.378
1776994200,98883.568
1776996000,98844.369
1776997800,98799.43
1776999600,98880.93
1777001400,98279.402
1777003200,98009.72
1777005000,97787.439
1777006800,97665.959
1777008600,97569.967
1777010400,98350.781
1777012200,98333.37
1777014000,98359.982
1777015800,98158.516
1777017600,97355.653
1777019400,97189.75
1777021200,97049.467
1777023000,96504.036
1777024800,96438.65
1777026600,96312.091
1777028400,96120.595
1777030200,96137.157
1777032000,96330.378
1777033800,96663.778
1777035600,96901.887
1777037400,97147.011
1777039200,97261.668
1777041000,96765.992
1777042800,96944.601
1777044600,96789.567
1777046400,96811.282
1777048200,96687.882
1777050000,96780.059
1777051800,96900.403
1777053600,97519.048
1777055400,97156.668
1777057200,96914.263
1777059000,96860.278
1777060800,96843.666
1777062600,96721.933
1777064400,96578.127
1777066200,96446.306
1777068000,96430.465
1777069800,96517.576
1777071600,96356.713
1777073400,96285.118
1777075200,96175.274
1777077000,96221.623
1777078800,96213.057
1777080600,96214.779
1777082400,96241.553
1777084200,96218.338
1777086000,96177.086
1777087800,96172.315
1777089600,96137.452
1777091400,96103.286
1777093200,96102.049
1777095000,96165.621
1777096800,96175.153
1777098600,96134.916
1777100400,96262.077
1777102200,96139.138
1777104000,96248.19
1777105800,96331.83
1777107600,96195.809
1777109400,96143.226
1777111200,96225.159
1777113000,96237.167
1777114800,96105.199
1777116600,96157.621
1777118400,96181.008
1777120200,96107.537
1777122000,95964.156
1777123800,95967.42
1777125600,95863.543
1777127400,95778.202
1777129200,95790.597
1777131000,95788.164
1777132800,95809.631
1777134600,95971.937
1777136400,95851.676
1777138200,95840.228
1777140000,95871.35
1777141800,95957.789
1777143600,96155.327
1777145400,96179.986
1777147200,96269.744
1777149000,96076.501
1777150800,96000.786
1777152600,95900.487
1777154400,95831.713
1777156200,95821.444
1777158000,95887.233
1777159800,95865.726
1777161600,95901.376
1777163400,95677.837
1777165200,95723.717
1777167000,95692.446
1777168800,95733.36
1777170600,95768.85
1777172400,95806.679
1777174200,95749.403
1777176000,95694.93
1777177800,95726.788
1777179600,95345.349
1777181400,95753.793
1777183200,95721.251
1777185000,95725.044
1777186800,95728.005
1777188600,95769.102
1777190400,95835.219
1777192200,95816.027
1777194000,95936.992
1777195800,95935.016
1777197600,95927.615
1777199400,95998.263
1777201200,96046.029
1777203000,96082.365
1777204800,96077.585
1777206600,96076.588
1777208400,96091.515
1777210200,96209.736
1777212000,96154.913
1777213800,96077.376
1777215600,96149.165
1777217400,95909.037
1777219200,95845.021
1777221000,95843.734
1777222800,95873.529
1777224600,95763.825
1777226400,95694.285
1777228200,95963.959
1777230000,96086.06
1777231800,96214.53
1777233600,96242.072
1777235400,96197.386
1777237200,96239.878
1777239000,96180.27
1777240800,95576.755
1777242600,96018.489
1777244400,95982.164
1777246200,96101.486
1777248000,96213.831
1777249800,96313.393
1777251600,96442.47
1777253400,96759.338
1777255200,97290.195
1777257000,97612.264
1777258800,97686.451
1777260600,97939.403
1777262400,97947.869
1777264200,97915.233
1777266000,97883.062
1777267800,94838.193
1777269600,94950.347
1777271400,96602.75
1777273200,96568.741
1777275000,96615.657
1777276800,96631.804
1777278600,96636.805
1777280400,96616.102
1777282200,96351.744
1777284000,96822.082
1777285800,96924.148
1777287600,97122.175
1777289400,97227.417
1777291200,97269.079
1777293000,97315.411
1777294800,97143.553
1777296600,97478.28
1777298400,98118.743
1777300200,98346.305
1777302000,98418.893
1777303800,96599.187
1777305600,96574.126
1777307400,97035.729
1777309200,97075.607
1777311000,97229.692
1777312800,97184.896
1777314600,97144.025
1777316400,97171.907
1777318200,97260.934
1777320000,97196.073
1777321800,97033.307
1777323600,97039.951
1777325400,96988.603
1777327200,96937.015
1777329000,97083.436
1777330800,97320.369
1777332600,97376.061
1777334400,97559.385
1777336200,97777.672
1777338000,97962.497
1777339800,98072.463
1777341600,97908.913
1777343400,98011.831
