ts,oi
1776470400,106822.363
1776484800,106438.123
1776499200,105916.084
1776513600,102672.684
1776528000,101310.339
1776542400,98888.572
1776556800,98259.906
1776571200,97626.627
1776585600,97152.705
1776600000,97524.642
1776614400,97573.195
1776628800,97112.108
1776643200,95695.642
1776657600,95286.254
1776672000,95159.148
1776686400,94744.206
1776700800,95323.768
1776715200,94729.626
1776729600,93250.322
1776744000,93480.458
1776758400,94183.984
1776772800,95888.455
1776787200,97727.564
1776801600,95727.12
1776816000,94836.652
1776830400,98593.704
1776844800,99808.874
1776859200,100765.952
1776873600,105962.294
1776888000,104318.541
1776902400,103867.514
1776916800,102408.436
1776931200,101900.849
1776945600,97559.939
1776960000,98357.762
1776974400,98668.04
1776988800,99156.659
1777003200,98009.72
1777017600,97355.653
1777032000,96330.378
1777046400,96811.282
1777060800,96843.666
1777075200,96175.274
1777089600,96137.452
1777104000,96248.19
1777118400,96181.008
1777132800,95809.631
1777147200,96269.744
1777161600,95901.376
1777176000,95694.93
1777190400,95835.219
1777204800,96077.585
1777219200,95845.021
1777233600,96242.072
1777248000,96213.831
1777262400,97947.869
1777276800,96631.804
1777291200,97269.079
1777305600,96574.126
1777320000,97196.073
1777334400,97559.385
1777348800,97984.881
1777363200,98625.808
1777377600,98931.573
1777392000,98300.747
1777406400,97751.763
1777420800,97638.276
1777435200,97811.517
1777449600,98085.737
1777464000,99233.296
1777478400,97527.482
1777492800,95182.225
1777507200,95496.464
1777521600,95209.241
1777536000,95053.719
1777550400,95527.777
1777564800,96100.744
1777579200,95743.286
1777593600,95322.905
1777608000,95822.31
1777622400,96873.304
1777636800,98746.755
1777651200,104420.553
1777665600,104911.988
1777680000,103865.007
1777694400,104084.956
1777708800,102516.291
1777723200,102138.567
1777737600,102067.312
1777752000,102002.406
1777766400,102089.13
1777780800,102865.428
1777795200,102984.851
1777809600,103087.965
1777824000,103575.339
1777838400,103507.004
1777852800,103389.523
1777867200,108201.431
1777881600,108050.697
1777896000,101172.798
1777910400,107331.103
1777924800,109083.493
1777939200,108685.105
1777953600,111454.102
1777968000,111110.411
1777982400,113620.506
1777996800,115093.037
1778011200,113871.982
1778025600,113249.77
1778040000,114097.632
1778054400,113849.583
1778068800,110653.166
1778083200,107723.373
1778097600,107091.965
1778112000,106377.82
1778126400,107152.599
1778140800,107061.79
1778155200,105513.078
1778169600,104622.452
1778184000,103995.81
1778198400,103900.716
1778212800,103535.017
1778227200,103194.995
1778241600,103147.243
1778256000,101861.858
1778270400,101095.426
1778284800,100841.907
1778299200,101210.107
1778313600,100971.825
1778328000,100797.245
1778342400,100392.795
1778356800,100408.031
1778371200,100225.715
1778385600,100002.057
1778400000,99949.63
1778414400,99296.614
1778428800,99646.48
1778443200,100534.629
1778457600,100469.768
1778472000,96351.93
1778486400,96172.663
1778500800,96602.485
1778515200,98035.181
1778529600,100315.059
1778544000,100526.045
1778558400,101335.237
1778572800,101551.692
1778587200,101290.976
1778601600,104281.887
1778616000,106029.06
1778630400,105490.183
1778644800,105583.142
1778659200,105522.676
1778673600,104732.662
1778688000,103812.643
1778702400,104354.357
1778716800,104290.446
1778731200,104078.258
1778745600,103914.912
1778760000,104053.236
1778774400,107392.812
1778788800,110705.217
1778803200,110454.092
1778817600,109899.312
1778832000,107932.258
1778846400,107792.213
1778860800,102412.351
1778875200,102046.526
1778889600,101877.653
1778904000,101967.932
1778918400,101105.53
1778932800,101095.884
1778947200,101929.153
1778961600,101906.839
1778976000,101884.143
1778990400,102525.545
1779004800,102409.319
1779019200,102096.793
1779033600,102476.75
1779048000,102497.194
