區間,strategy,tp_r,tol_fvg,總損益_pct,勝率,單數,sharpe,max_drawdown,profit_factor
2025-01-01~2025-07-01,smc,1.05,0.002,-0.251387,0.2,25,-5.938276285283572,14.29327163771105,0.4469501875001843
2025-01-01~2025-07-01,smc,1.05,0.003,-0.251387,0.2,25,-5.938276285283572,14.29327163771105,0.4469501875001843
2025-01-01~2025-07-01,smc,1.05,0.004,-0.251387,0.2,25,-5.938276285283572,14.29327163771105,0.4469501875001843
2025-01-01~2025-07-01,smc,1.05,0.005,-0.251387,0.2,25,-5.938276285283572,14.29327163771105,0.4469501875001843
2025-01-01~2025-07-01,smc,1.1,0.002,-0.507463,0.1667,24,-7.075217673353113,0.0,0.3337083570286585
2025-01-01~2025-07-01,smc,1.1,0.003,-0.507463,0.1667,24,-7.075217673353113,0.0,0.3337083570286585
2025-01-01~2025-07-01,smc,1.1,0.004,-0.507463,0.1667,24,-7.075217673353113,0.0,0.3337083570286585
2025-01-01~2025-07-01,smc,1.1,0.005,-0.507463,0.1667,24,-7.075217673353113,0.0,0.3337083570286585
2025-01-01~2025-07-01,smc,1.15,0.002,-0.666052,0.1818,22,-6.534641681722138,0.0,0.34714342262876685
2025-01-01~2025-07-01,smc,1.15,0.003,-0.666052,0.1818,22,-6.534641681722138,0.0,0.34714342262876685
2025-01-01~2025-07-01,smc,1.15,0.004,-0.666052,0.1818,22,-6.534641681722138,0.0,0.34714342262876685
2025-01-01~2025-07-01,smc,1.15,0.005,-0.666052,0.1818,22,-6.534641681722138,0.0,0.34714342262876685
2025-01-01~2025-07-01,smc,1.2,0.002,-1.108956,0.0526,19,-12.576224058738052,0.0,0.03301611468555004
2025-01-01~2025-07-01,smc,1.2,0.003,-1.108956,0.0526,19,-12.576224058738052,0.0,0.03301611468555004
2025-01-01~2025-07-01,smc,1.2,0.004,-1.108956,0.0526,19,-12.576224058738052,0.0,0.03301611468555004
2025-01-01~2025-07-01,smc,1.2,0.005,-1.108956,0.0526,19,-12.576224058738052,0.0,0.03301611468555004
2025-01-01~2025-07-01,smc_loose,1.05,0.002,-8.279503,0.2077,443,-11.977841394427791,0.0,0.19803385457349196
2025-01-01~2025-07-01,smc_loose,1.05,0.003,-8.814101,0.1961,464,-12.290984547882472,0.0,0.1886261932751121
2025-01-01~2025-07-01,smc_loose,1.05,0.004,-9.38059,0.1846,482,-12.66306587542067,0.0,0.1790235305280124
2025-01-01~2025-07-01,smc_loose,1.05,0.005,-9.574204,0.1766,487,-13.024272655956254,0.0,0.16665395689337223
2025-01-01~2025-07-01,smc_loose,1.1,0.002,-10.793418,0.1649,279,-13.431337013280658,0.0,0.1290481131671658
2025-01-01~2025-07-01,smc_loose,1.1,0.003,-11.991007,0.1553,309,-13.681657469369892,0.0,0.11714198415111132
2025-01-01~2025-07-01,smc_loose,1.1,0.004,-12.653569,0.1538,325,-13.867759442227696,0.0,0.11248370370102753
2025-01-01~2025-07-01,smc_loose,1.1,0.005,-13.562786,0.1441,340,-14.426086311780306,0.0,0.09869259105189092
2025-01-01~2025-07-01,smc_loose,1.15,0.002,-13.561615,0.16,225,-14.370831208311976,0.0,0.09545223253470525
2025-01-01~2025-07-01,smc_loose,1.15,0.003,-15.160584,0.1518,257,-14.310301111970869,0.0,0.08624945723181837
2025-01-01~2025-07-01,smc_loose,1.15,0.004,-16.442832,0.1465,273,-14.660011582607407,0.0,0.08028454540592363
2025-01-01~2025-07-01,smc_loose,1.15,0.005,-18.052002,0.1365,293,-15.067285677510965,0.0,0.07271585691937459
2025-01-01~2025-07-01,smc_loose,1.2,0.002,-13.132298,0.1353,170,-13.958558888914952,0.0,0.08816676008086595
2025-01-01~2025-07-01,smc_loose,1.2,0.003,-15.008715,0.1231,195,-14.099242105639773,0.0,0.07742078772998112
2025-01-01~2025-07-01,smc_loose,1.2,0.004,-17.289649,0.1244,217,-14.644050000993923,0.0,0.06856883403027489
2025-01-01~2025-07-01,smc_loose,1.2,0.005,-16.909838,0.1345,223,-14.084542640796478,0.0,0.07019126568659013
