區間,strategy,tp_r,tol_fvg,總損益,勝率,單數
2023-07-01~2024-01-01,smc,1.05,0.002,-30.470000000000482,0.14285714285714285,7
2023-07-01~2024-01-01,smc,1.05,0.003,-30.470000000000482,0.14285714285714285,7
2023-07-01~2024-01-01,smc,1.05,0.004,-30.470000000000482,0.14285714285714285,7
2023-07-01~2024-01-01,smc,1.05,0.005,-30.470000000000482,0.14285714285714285,7
2023-07-01~2024-01-01,smc,1.1,0.002,87.96999999999957,0.14285714285714285,7
2023-07-01~2024-01-01,smc,1.1,0.003,87.96999999999957,0.14285714285714285,7
2023-07-01~2024-01-01,smc,1.1,0.004,87.96999999999957,0.14285714285714285,7
2023-07-01~2024-01-01,smc,1.1,0.005,87.96999999999957,0.14285714285714285,7
2023-07-01~2024-01-01,smc,1.15,0.002,-137.60000000000014,0.0,6
2023-07-01~2024-01-01,smc,1.15,0.003,-137.60000000000014,0.0,6
2023-07-01~2024-01-01,smc,1.15,0.004,-137.60000000000014,0.0,6
2023-07-01~2024-01-01,smc,1.15,0.005,-137.60000000000014,0.0,6
2023-07-01~2024-01-01,smc,1.2,0.002,-137.60000000000014,0.0,6
2023-07-01~2024-01-01,smc,1.2,0.003,-137.60000000000014,0.0,6
2023-07-01~2024-01-01,smc,1.2,0.004,-137.60000000000014,0.0,6
2023-07-01~2024-01-01,smc,1.2,0.005,-137.60000000000014,0.0,6
2023-07-01~2024-01-01,smc_loose,1.05,0.002,18.630000000002156,0.1927710843373494,83
2023-07-01~2024-01-01,smc_loose,1.05,0.003,20.1900000000021,0.1951219512195122,82
2023-07-01~2024-01-01,smc_loose,1.05,0.004,-160.4899999999982,0.17857142857142858,84
2023-07-01~2024-01-01,smc_loose,1.05,0.005,-286.0300000000002,0.16470588235294117,85
2023-07-01~2024-01-01,smc_loose,1.1,0.002,-41.86999999999989,0.08333333333333333,48
2023-07-01~2024-01-01,smc_loose,1.1,0.003,-206.36000000000058,0.07142857142857142,56
2023-07-01~2024-01-01,smc_loose,1.1,0.004,-249.18000000000075,0.07017543859649122,57
2023-07-01~2024-01-01,smc_loose,1.1,0.005,-185.83000000000038,0.08823529411764706,68
2023-07-01~2024-01-01,smc_loose,1.15,0.002,-360.6799999999989,0.05555555555555555,54
2023-07-01~2024-01-01,smc_loose,1.15,0.003,-330.6500000000001,0.05660377358490566,53
2023-07-01~2024-01-01,smc_loose,1.15,0.004,-373.47000000000025,0.05555555555555555,54
2023-07-01~2024-01-01,smc_loose,1.15,0.005,38.339999999999236,0.08888888888888889,45
2023-07-01~2024-01-01,smc_loose,1.2,0.002,-529.1699999999985,0.029411764705882353,34
2023-07-01~2024-01-01,smc_loose,1.2,0.003,-492.9199999999994,0.030303030303030304,33
2023-07-01~2024-01-01,smc_loose,1.2,0.004,-535.7399999999996,0.029411764705882353,34
2023-07-01~2024-01-01,smc_loose,1.2,0.005,-533.19,0.029411764705882353,34
