區間,strategy,tp_r,tol_fvg,總損益_pct,勝率,單數,sharpe,max_drawdown,profit_factor
2023-01-01~2023-07-01,smc,1.05,0.002,-0.424338,0.16,25,-11.309263027024295,0.0,0.19775571234468098
2023-01-01~2023-07-01,smc,1.05,0.003,-0.424338,0.16,25,-11.309263027024295,0.0,0.19775571234468098
2023-01-01~2023-07-01,smc,1.05,0.004,-0.424338,0.16,25,-11.309263027024295,0.0,0.19775571234468098
2023-01-01~2023-07-01,smc,1.05,0.005,-0.424338,0.16,25,-11.309263027024295,0.0,0.19775571234468098
2023-01-01~2023-07-01,smc,1.1,0.002,-0.751444,0.125,24,-11.726157876013989,0.0,0.12321488657428259
2023-01-01~2023-07-01,smc,1.1,0.003,-0.751444,0.125,24,-11.726157876013989,0.0,0.12321488657428259
2023-01-01~2023-07-01,smc,1.1,0.004,-0.751444,0.125,24,-11.726157876013989,0.0,0.12321488657428259
2023-01-01~2023-07-01,smc,1.1,0.005,-0.751444,0.125,24,-11.726157876013989,0.0,0.12321488657428259
2023-01-01~2023-07-01,smc,1.15,0.002,-1.191178,0.0909,22,-15.204492391309346,0.0,0.005510778770099154
2023-01-01~2023-07-01,smc,1.15,0.003,-1.191178,0.0909,22,-15.204492391309346,0.0,0.005510778770099154
2023-01-01~2023-07-01,smc,1.15,0.004,-1.191178,0.0909,22,-15.204492391309346,0.0,0.005510778770099154
2023-01-01~2023-07-01,smc,1.15,0.005,-1.191178,0.0909,22,-15.204492391309346,0.0,0.005510778770099154
2023-01-01~2023-07-01,smc,1.2,0.002,-1.541178,0.0909,22,-14.5808179652447,0.0,0.004264623742555772
2023-01-01~2023-07-01,smc,1.2,0.003,-1.541178,0.0909,22,-14.5808179652447,0.0,0.004264623742555772
2023-01-01~2023-07-01,smc,1.2,0.004,-1.541178,0.0909,22,-14.5808179652447,0.0,0.004264623742555772
2023-01-01~2023-07-01,smc,1.2,0.005,-1.541178,0.0909,22,-14.5808179652447,0.0,0.004264623742555772
