區間,strategy,tp_r,tol_fvg,總損益,勝率,單數
2024-01-01~2024-07-01,smc,1.05,0.002,142.68000000000075,0.26666666666666666,15
2024-01-01~2024-07-01,smc,1.05,0.003,142.68000000000075,0.26666666666666666,15
2024-01-01~2024-07-01,smc,1.05,0.004,142.68000000000075,0.26666666666666666,15
2024-01-01~2024-07-01,smc,1.05,0.005,142.68000000000075,0.26666666666666666,15
2024-01-01~2024-07-01,smc,1.1,0.002,776.3600000000001,0.23076923076923078,13
2024-01-01~2024-07-01,smc,1.1,0.003,776.3600000000001,0.23076923076923078,13
2024-01-01~2024-07-01,smc,1.1,0.004,776.3600000000001,0.23076923076923078,13
2024-01-01~2024-07-01,smc,1.1,0.005,776.3600000000001,0.23076923076923078,13
2024-01-01~2024-07-01,smc,1.15,0.002,707.1899999999996,0.18181818181818182,11
2024-01-01~2024-07-01,smc,1.15,0.003,707.1899999999996,0.18181818181818182,11
2024-01-01~2024-07-01,smc,1.15,0.004,707.1899999999996,0.18181818181818182,11
2024-01-01~2024-07-01,smc,1.15,0.005,707.1899999999996,0.18181818181818182,11
2024-01-01~2024-07-01,smc,1.2,0.002,930.1199999999999,0.2,10
2024-01-01~2024-07-01,smc,1.2,0.003,930.1199999999999,0.2,10
2024-01-01~2024-07-01,smc,1.2,0.004,930.1199999999999,0.2,10
2024-01-01~2024-07-01,smc,1.2,0.005,930.1199999999999,0.2,10
2024-01-01~2024-07-01,smc_loose,1.05,0.002,1072.3599999999983,0.23404255319148937,141
2024-01-01~2024-07-01,smc_loose,1.05,0.003,96.12999999999874,0.21379310344827587,145
2024-01-01~2024-07-01,smc_loose,1.05,0.004,1515.4099999999994,0.24161073825503357,149
2024-01-01~2024-07-01,smc_loose,1.05,0.005,1274.5199999999986,0.22435897435897437,156
2024-01-01~2024-07-01,smc_loose,1.1,0.002,-132.8800000000001,0.12987012987012986,77
2024-01-01~2024-07-01,smc_loose,1.1,0.003,581.8400000000006,0.16666666666666666,78
2024-01-01~2024-07-01,smc_loose,1.1,0.004,-547.9899999999998,0.13157894736842105,76
2024-01-01~2024-07-01,smc_loose,1.1,0.005,-905.4500000000012,0.10975609756097561,82
2024-01-01~2024-07-01,smc_loose,1.15,0.002,-1085.9800000000005,0.06349206349206349,63
2024-01-01~2024-07-01,smc_loose,1.15,0.003,415.92000000000144,0.10526315789473684,57
2024-01-01~2024-07-01,smc_loose,1.15,0.004,662.2100000000005,0.12,50
2024-01-01~2024-07-01,smc_loose,1.15,0.005,-1240.7299999999996,0.06060606060606061,66
2024-01-01~2024-07-01,smc_loose,1.2,0.002,-1396.9399999999991,0.046875,64
2024-01-01~2024-07-01,smc_loose,1.2,0.003,-787.1899999999987,0.058823529411764705,51
2024-01-01~2024-07-01,smc_loose,1.2,0.004,-540.8999999999996,0.06818181818181818,44
2024-01-01~2024-07-01,smc_loose,1.2,0.005,-480.55000000000064,0.05660377358490566,53
