區間,strategy,tp_r,tol_fvg,總損益_pct,勝率,單數,sharpe,max_drawdown,profit_factor
2023-07-01~2024-01-01,smc,1.05,0.002,-0.688851,0.1667,54,-6.218926796269912,1.0,0.37016643779702185
2023-07-01~2024-01-01,smc,1.05,0.003,-0.688851,0.1667,54,-6.218926796269912,1.0,0.37016643779702185
2023-07-01~2024-01-01,smc,1.05,0.004,-0.688851,0.1667,54,-6.218926796269912,1.0,0.37016643779702185
2023-07-01~2024-01-01,smc,1.05,0.005,-0.688851,0.1667,54,-6.218926796269912,1.0,0.37016643779702185
2023-07-01~2024-01-01,smc,1.1,0.002,-1.316565,0.0909,44,-8.56591449114343,0.0,0.19051212296744535
2023-07-01~2024-01-01,smc,1.1,0.003,-1.316565,0.0909,44,-8.56591449114343,0.0,0.19051212296744535
2023-07-01~2024-01-01,smc,1.1,0.004,-1.316565,0.0909,44,-8.56591449114343,0.0,0.19051212296744535
2023-07-01~2024-01-01,smc,1.1,0.005,-1.316565,0.0909,44,-8.56591449114343,0.0,0.19051212296744535
2023-07-01~2024-01-01,smc,1.15,0.002,-1.362752,0.1081,37,-6.859366793728097,0.0,0.25230498851842925
2023-07-01~2024-01-01,smc,1.15,0.003,-1.362752,0.1081,37,-6.859366793728097,0.0,0.25230498851842925
2023-07-01~2024-01-01,smc,1.15,0.004,-1.362752,0.1081,37,-6.859366793728097,0.0,0.25230498851842925
2023-07-01~2024-01-01,smc,1.15,0.005,-1.362752,0.1081,37,-6.859366793728097,0.0,0.25230498851842925
2023-07-01~2024-01-01,smc,1.2,0.002,-1.961752,0.0833,36,-8.024975996871245,0.0,0.17316504644382372
2023-07-01~2024-01-01,smc,1.2,0.003,-1.961752,0.0833,36,-8.024975996871245,0.0,0.17316504644382372
2023-07-01~2024-01-01,smc,1.2,0.004,-1.961752,0.0833,36,-8.024975996871245,0.0,0.17316504644382372
2023-07-01~2024-01-01,smc,1.2,0.005,-1.961752,0.0833,36,-8.024975996871245,0.0,0.17316504644382372
2023-07-01~2024-01-01,smc_loose,1.05,0.002,-7.466242,0.0759,303,-13.628025261583192,0.0,0.11147095769984697
2023-07-01~2024-01-01,smc_loose,1.05,0.003,-7.168289,0.0927,302,-13.136570828601025,0.0,0.11789457023866515
2023-07-01~2024-01-01,smc_loose,1.05,0.004,-6.577149,0.1014,286,-12.631879107817284,0.0,0.12809671273959647
2023-07-01~2024-01-01,smc_loose,1.05,0.005,-6.568011,0.1045,287,-12.569070616750368,0.0,0.12871456487528332
2023-07-01~2024-01-01,smc_loose,1.1,0.002,-5.674722,0.0569,123,-12.745049355032073,0.0,0.10883012389198615
2023-07-01~2024-01-01,smc_loose,1.1,0.003,-5.286614,0.0726,124,-11.888137356916216,0.0,0.11715352182253812
2023-07-01~2024-01-01,smc_loose,1.1,0.004,-4.971557,0.0917,120,-11.52391641371002,0.0,0.12508225045078983
2023-07-01~2024-01-01,smc_loose,1.1,0.005,-5.156773,0.0909,121,-11.80763535958448,0.0,0.1211338662335153
2023-07-01~2024-01-01,smc_loose,1.15,0.002,-8.187265,0.0351,114,-13.936203934609146,0.0,0.06785631326059624
2023-07-01~2024-01-01,smc_loose,1.15,0.003,-8.148835,0.0367,109,-14.391468188563621,0.0,0.06815451739886584
2023-07-01~2024-01-01,smc_loose,1.15,0.004,-7.532778,0.0577,104,-13.87903690250321,0.0,0.07437011655558952
2023-07-01~2024-01-01,smc_loose,1.15,0.005,-7.817995,0.0571,105,-14.247354142369895,0.0,0.0718518910862339
2023-07-01~2024-01-01,smc_loose,1.2,0.002,-10.885216,0.0283,106,-15.138206178751226,0.0,0.05199344609669687
2023-07-01~2024-01-01,smc_loose,1.2,0.003,-11.471304,0.045,111,-15.262375440647345,0.0,0.04962611557623721
2023-07-01~2024-01-01,smc_loose,1.2,0.004,-11.037596,0.0481,104,-15.584536602859867,0.0,0.05147573439551138
2023-07-01~2024-01-01,smc_loose,1.2,0.005,-11.037596,0.0481,104,-15.584536602859867,0.0,0.05147573439551138
