區間,strategy,tp_r,tol_fvg,總損益_pct,勝率,單數,sharpe,max_drawdown,profit_factor
2023-07-01~2024-01-01,smc,1.05,0.002,-0.28229,0.0667,15,-12.923766978553932,0.0,0.14790679859140338
2023-07-01~2024-01-01,smc,1.05,0.003,-0.28229,0.0667,15,-12.923766978553932,0.0,0.14790679859140338
2023-07-01~2024-01-01,smc,1.05,0.004,-0.28229,0.0667,15,-12.923766978553932,0.0,0.14790679859140338
2023-07-01~2024-01-01,smc,1.05,0.005,-0.28229,0.0667,15,-12.923766978553932,0.0,0.14790679859140338
2023-07-01~2024-01-01,smc,1.1,0.002,-0.568793,0.0,12,-19.10709633173375,0.0,0.0
2023-07-01~2024-01-01,smc,1.1,0.003,-0.568793,0.0,12,-19.10709633173375,0.0,0.0
2023-07-01~2024-01-01,smc,1.1,0.004,-0.568793,0.0,12,-19.10709633173375,0.0,0.0
2023-07-01~2024-01-01,smc,1.1,0.005,-0.568793,0.0,12,-19.10709633173375,0.0,0.0
2023-07-01~2024-01-01,smc,1.15,0.002,-0.818793,0.0,12,-17.829792118136016,0.0,0.0
2023-07-01~2024-01-01,smc,1.15,0.003,-0.818793,0.0,12,-17.829792118136016,0.0,0.0
2023-07-01~2024-01-01,smc,1.15,0.004,-0.818793,0.0,12,-17.829792118136016,0.0,0.0
2023-07-01~2024-01-01,smc,1.15,0.005,-0.818793,0.0,12,-17.829792118136016,0.0,0.0
2023-07-01~2024-01-01,smc,1.2,0.002,-1.068793,0.0,12,-17.214740499084595,0.0,0.0
2023-07-01~2024-01-01,smc,1.2,0.003,-1.068793,0.0,12,-17.214740499084595,0.0,0.0
2023-07-01~2024-01-01,smc,1.2,0.004,-1.068793,0.0,12,-17.214740499084595,0.0,0.0
2023-07-01~2024-01-01,smc,1.2,0.005,-1.068793,0.0,12,-17.214740499084595,0.0,0.0
2023-07-01~2024-01-01,smc_loose,1.05,0.002,-4.113532,0.1164,189,-13.881165755942304,0.0,0.15696229863829217
2023-07-01~2024-01-01,smc_loose,1.05,0.003,-4.133912,0.1316,190,-13.830067793744714,0.0,0.1590194637448108
2023-07-01~2024-01-01,smc_loose,1.05,0.004,-4.000087,0.1302,192,-13.166158391045402,0.0,0.17178790277809028
2023-07-01~2024-01-01,smc_loose,1.05,0.005,-3.990367,0.1297,185,-13.456897972503743,0.0,0.16990754397060862
2023-07-01~2024-01-01,smc_loose,1.1,0.002,-4.298589,0.0918,98,-14.287029277089475,0.0,0.12579444656535352
2023-07-01~2024-01-01,smc_loose,1.1,0.003,-4.498135,0.0928,97,-15.011583974553849,0.0,0.12088857149184447
2023-07-01~2024-01-01,smc_loose,1.1,0.004,-4.530959,0.1048,105,-13.865301177074711,0.0,0.13695025300066802
2023-07-01~2024-01-01,smc_loose,1.1,0.005,-4.147965,0.1099,91,-14.421513095015126,0.0,0.13656293275164647
2023-07-01~2024-01-01,smc_loose,1.15,0.002,-4.531961,0.0658,76,-13.286880450593305,0.0,0.11773376123536286
2023-07-01~2024-01-01,smc_loose,1.15,0.003,-5.297422,0.0625,80,-14.698450250742946,0.0,0.1024647499736567
2023-07-01~2024-01-01,smc_loose,1.15,0.004,-3.769974,0.0735,68,-12.275237360979668,0.0,0.13824047588569227
2023-07-01~2024-01-01,smc_loose,1.15,0.005,-3.001306,0.0755,53,-11.93915118069205,0.0,0.16567953938240734
2023-07-01~2024-01-01,smc_loose,1.2,0.002,-6.937692,0.0854,82,-14.618100123148697,0.0,0.08323938329046524
2023-07-01~2024-01-01,smc_loose,1.2,0.003,-7.141568,0.0864,81,-15.154134803955245,0.0,0.08105569545203811
2023-07-01~2024-01-01,smc_loose,1.2,0.004,-5.917432,0.0833,72,-14.031072659369894,0.0,0.09607577436354246
2023-07-01~2024-01-01,smc_loose,1.2,0.005,-5.652072,0.0952,63,-15.558254074359414,0.0,0.07522403655514177
