區間,strategy,tp_r,tol_fvg,總損益,勝率,單數
2023-01-01~2023-07-01,smc,1.05,0.002,-142.3699999999999,0.16666666666666666,6
2023-01-01~2023-07-01,smc_loose,1.15,0.002,514.4200000000003,0.18181818181818182,22
2023-07-01~2024-01-01,smc,1.05,0.002,-136.68999999999983,0.0,3
2023-07-01~2024-01-01,smc_loose,1.05,0.003,761.0900000000001,0.3684210526315789,38
2024-01-01~2024-07-01,smc,1.05,0.002,-281.71000000000004,0.0,3
2024-01-01~2024-07-01,smc_loose,1.2,0.005,78.32999999999902,0.08888888888888889,45
2024-07-01~2025-01-01,smc,1.2,0.002,426.34000000000015,0.5,2
2024-07-01~2025-01-01,smc_loose,1.05,0.003,591.6799999999994,0.34782608695652173,69
2025-01-01~2025-07-01,smc,1.15,0.002,679.4499999999998,0.6666666666666666,3
2025-01-01~2025-07-01,smc_loose,1.15,0.002,549.650000000001,0.23333333333333334,30
