區間,strategy,tp_r,tol_fvg,總損益_pct,勝率,單數,sharpe,max_drawdown,profit_factor
2023-07-01~2024-01-01,smc,1.05,0.002,-0.074268,0.25,4,-7.519308346098138,0.0,0.3975078279837012
2023-07-01~2024-01-01,smc,1.05,0.003,-0.074268,0.25,4,-7.519308346098138,0.0,0.3975078279837012
2023-07-01~2024-01-01,smc,1.05,0.004,-0.074268,0.25,4,-7.519308346098138,0.0,0.3975078279837012
2023-07-01~2024-01-01,smc,1.05,0.005,-0.074268,0.25,4,-7.519308346098138,0.0,0.3975078279837012
2023-07-01~2024-01-01,smc,1.1,0.002,-0.124268,0.25,4,-6.280323628471875,0.0,0.443413271743099
2023-07-01~2024-01-01,smc,1.1,0.003,-0.124268,0.25,4,-6.280323628471875,0.0,0.443413271743099
2023-07-01~2024-01-01,smc,1.1,0.004,-0.124268,0.25,4,-6.280323628471875,0.0,0.443413271743099
2023-07-01~2024-01-01,smc,1.1,0.005,-0.124268,0.25,4,-6.280323628471875,0.0,0.443413271743099
2023-07-01~2024-01-01,smc,1.15,0.002,-0.174268,0.25,4,-5.853327567179132,0.0,0.4609178580394976
2023-07-01~2024-01-01,smc,1.15,0.003,-0.174268,0.25,4,-5.853327567179132,0.0,0.4609178580394976
2023-07-01~2024-01-01,smc,1.15,0.004,-0.174268,0.25,4,-5.853327567179132,0.0,0.4609178580394976
2023-07-01~2024-01-01,smc,1.15,0.005,-0.174268,0.25,4,-5.853327567179132,0.0,0.4609178580394976
2023-07-01~2024-01-01,smc,1.2,0.002,-0.224268,0.25,4,-5.638163769211857,0.0,0.4701512848010593
2023-07-01~2024-01-01,smc,1.2,0.003,-0.224268,0.25,4,-5.638163769211857,0.0,0.4701512848010593
2023-07-01~2024-01-01,smc,1.2,0.004,-0.224268,0.25,4,-5.638163769211857,0.0,0.4701512848010593
2023-07-01~2024-01-01,smc,1.2,0.005,-0.224268,0.25,4,-5.638163769211857,0.0,0.4701512848010593
2023-07-01~2024-01-01,smc_loose,1.05,0.002,-1.341809,0.1707,82,-10.09107023038419,0.0,0.24712170134151276
2023-07-01~2024-01-01,smc_loose,1.05,0.003,-1.230658,0.1733,75,-9.899622436399921,0.0,0.2607937175494937
2023-07-01~2024-01-01,smc_loose,1.05,0.004,-1.242247,0.1867,75,-9.984894849296573,0.0,0.26271734582013323
2023-07-01~2024-01-01,smc_loose,1.05,0.005,-1.242247,0.1867,75,-9.984894849296573,0.0,0.26271734582013323
2023-07-01~2024-01-01,smc_loose,1.1,0.002,-1.31992,0.1739,46,-9.32603497178842,0.0,0.242024700331343
2023-07-01~2024-01-01,smc_loose,1.1,0.003,-1.42487,0.1538,39,-11.52975304307259,0.0,0.18851839651062988
2023-07-01~2024-01-01,smc_loose,1.1,0.004,-1.444932,0.1579,38,-11.946663372048688,0.0,0.18638878136375753
2023-07-01~2024-01-01,smc_loose,1.1,0.005,-1.444932,0.1579,38,-11.946663372048688,0.0,0.18638878136375753
2023-07-01~2024-01-01,smc_loose,1.15,0.002,-1.323149,0.1892,37,-8.867857150833364,0.0,0.20482718448026838
2023-07-01~2024-01-01,smc_loose,1.15,0.003,-0.630976,0.2083,24,-6.212110449940906,0.0,0.34477614601282947
2023-07-01~2024-01-01,smc_loose,1.15,0.004,-0.777701,0.24,25,-7.1519520804729675,0.0,0.3045008631316496
2023-07-01~2024-01-01,smc_loose,1.15,0.005,-0.777701,0.24,25,-7.1519520804729675,0.0,0.3045008631316496
2023-07-01~2024-01-01,smc_loose,1.2,0.002,-1.278027,0.1818,33,-7.358949895784854,0.0,0.24887478342592356
2023-07-01~2024-01-01,smc_loose,1.2,0.003,-0.385853,0.2,20,-3.5827305683566175,0.0,0.5179840303051714
2023-07-01~2024-01-01,smc_loose,1.2,0.004,-0.582578,0.2381,21,-4.910977713924476,0.0,0.4207218577174337
2023-07-01~2024-01-01,smc_loose,1.2,0.005,-0.582578,0.2381,21,-4.910977713924476,0.0,0.4207218577174337
