區間,strategy,tp_r,tol_fvg,總損益_pct,勝率,單數,sharpe,max_drawdown,profit_factor
2024-07-01~2025-01-01,smc,1.05,0.002,-0.576741,0.2195,41,-9.26213676784548,64.82840558287184,0.28156333467191047
2024-07-01~2025-01-01,smc,1.05,0.003,-0.576741,0.2195,41,-9.26213676784548,64.82840558287184,0.28156333467191047
2024-07-01~2025-01-01,smc,1.05,0.004,-0.576741,0.2195,41,-9.26213676784548,64.82840558287184,0.28156333467191047
2024-07-01~2025-01-01,smc,1.05,0.005,-0.576741,0.2195,41,-9.26213676784548,64.82840558287184,0.28156333467191047
2024-07-01~2025-01-01,smc,1.1,0.002,-1.131057,0.175,40,-10.488815299460171,126.17501203153715,0.16778250987987747
2024-07-01~2025-01-01,smc,1.1,0.003,-1.131057,0.175,40,-10.488815299460171,126.17501203153715,0.16778250987987747
2024-07-01~2025-01-01,smc,1.1,0.004,-1.131057,0.175,40,-10.488815299460171,126.17501203153715,0.16778250987987747
2024-07-01~2025-01-01,smc,1.1,0.005,-1.131057,0.175,40,-10.488815299460171,126.17501203153715,0.16778250987987747
2024-07-01~2025-01-01,smc,1.15,0.002,-1.581057,0.175,40,-9.700491804671659,175.97689230466958,0.17182612629718133
2024-07-01~2025-01-01,smc,1.15,0.003,-1.581057,0.175,40,-9.700491804671659,175.97689230466958,0.17182612629718133
2024-07-01~2025-01-01,smc,1.15,0.004,-1.581057,0.175,40,-9.700491804671659,175.97689230466958,0.17182612629718133
2024-07-01~2025-01-01,smc,1.15,0.005,-1.581057,0.175,40,-9.700491804671659,175.97689230466958,0.17182612629718133
2024-07-01~2025-01-01,smc,1.2,0.002,-1.565677,0.2059,34,-8.273227319486796,174.2747913286821,0.21469099973178082
2024-07-01~2025-01-01,smc,1.2,0.003,-1.565677,0.2059,34,-8.273227319486796,174.2747913286821,0.21469099973178082
2024-07-01~2025-01-01,smc,1.2,0.004,-1.565677,0.2059,34,-8.273227319486796,174.2747913286821,0.21469099973178082
2024-07-01~2025-01-01,smc,1.2,0.005,-1.565677,0.2059,34,-8.273227319486796,174.2747913286821,0.21469099973178082
2024-07-01~2025-01-01,smc_loose,1.05,0.002,-9.937404,0.1551,503,-12.972022855005642,0.0,0.17094981988353436
2024-07-01~2025-01-01,smc_loose,1.05,0.003,-9.480576,0.1495,495,-12.655612270463218,0.0,0.17572844175575936
2024-07-01~2025-01-01,smc_loose,1.05,0.004,-9.531561,0.148,500,-12.701253435781148,0.0,0.17142602828210168
2024-07-01~2025-01-01,smc_loose,1.05,0.005,-9.312777,0.1484,492,-12.616920335696632,0.0,0.17367112669333734
2024-07-01~2025-01-01,smc_loose,1.1,0.002,-9.52463,0.1486,276,-12.133410994442002,0.0,0.14669231084179526
2024-07-01~2025-01-01,smc_loose,1.1,0.003,-9.375218,0.1413,283,-11.739874995948096,0.0,0.1518550306045862
2024-07-01~2025-01-01,smc_loose,1.1,0.004,-11.826936,0.1375,320,-13.167615057936779,0.0,0.11859370857344162
2024-07-01~2025-01-01,smc_loose,1.1,0.005,-11.914891,0.1356,317,-13.342920154517454,0.0,0.1168224265361506
2024-07-01~2025-01-01,smc_loose,1.15,0.002,-13.45638,0.1373,233,-13.817367666029739,0.0,0.09228028035875666
2024-07-01~2025-01-01,smc_loose,1.15,0.003,-13.455627,0.1198,242,-13.522241282718001,0.0,0.09085838052261232
2024-07-01~2025-01-01,smc_loose,1.15,0.004,-16.939047,0.1107,289,-14.381612437767782,0.0,0.07375330501734724
2024-07-01~2025-01-01,smc_loose,1.15,0.005,-17.259372,0.1069,290,-14.584387457661801,0.0,0.07172159853070871
2024-07-01~2025-01-01,smc_loose,1.2,0.002,-12.393085,0.1341,179,-12.639697696753144,0.0,0.09872869536157239
2024-07-01~2025-01-01,smc_loose,1.2,0.003,-12.847405,0.1202,183,-12.838131469637382,0.0,0.09430311671045905
2024-07-01~2025-01-01,smc_loose,1.2,0.004,-15.964275,0.109,211,-13.848106710246423,0.0,0.07736257739653121
2024-07-01~2025-01-01,smc_loose,1.2,0.005,-15.576494,0.1058,208,-13.728208836434337,0.0,0.07830368919972093
