應用區間,策略,tp_r,tol_fvg,總損益,勝率,單數,sharpe,max_drawdown,profit_factor
2023-07-01~2024-01-01,smc,1.05,0.002,-2430.8399999999965,0.07692307692307693,13,-4.265057345409877,0.0,0.4718688080091781
2023-07-01~2024-01-01,smc_loose,1.2,0.002,4091.820000000018,0.08333333333333333,24,1.3308219932116527,1.7727602076433597,1.4282547537112884
2024-01-01~2024-07-01,smc,1.05,0.002,-6754.270000000033,0.058823529411764705,17,-5.8786589908581695,0.0,0.3613533019853599
2024-01-01~2024-07-01,smc_loose,1.1,0.005,50292.00999999995,0.2153846153846154,65,4.1702652686109465,0.29412825038042606,2.3505028401317176
2024-07-01~2025-01-01,smc,1.15,0.002,-7645.120000000017,0.0,10,-44.47364222065401,0.0,0.0
2024-07-01~2025-01-01,smc_loose,1.2,0.004,6765.369999999988,0.06818181818181818,44,0.641128478863848,0.659422898114872,1.1933368864604421
2025-01-01~2025-07-01,smc,1.05,0.002,7885.760000000009,0.25,12,3.5831095633901593,0.5350508947859963,1.868981081509954
2025-01-01~2025-07-01,smc_loose,1.2,0.003,-77791.21000000006,0.0,65,-26.882745315940593,0.0,0.0
