區間,strategy,tp_r,tol_fvg,總損益,勝率,單數
2023-01-01~2023-07-01,smc,1.05,0.002,-54.80999999999972,0.25,16
2023-01-01~2023-07-01,smc,1.05,0.003,-54.80999999999972,0.25,16
2023-01-01~2023-07-01,smc,1.05,0.004,-54.80999999999972,0.25,16
2023-01-01~2023-07-01,smc,1.05,0.005,-54.80999999999972,0.25,16
2023-01-01~2023-07-01,smc,1.1,0.002,-251.38999999999987,0.07692307692307693,13
2023-01-01~2023-07-01,smc,1.1,0.003,-251.38999999999987,0.07692307692307693,13
2023-01-01~2023-07-01,smc,1.1,0.004,-251.38999999999987,0.07692307692307693,13
2023-01-01~2023-07-01,smc,1.1,0.005,-251.38999999999987,0.07692307692307693,13
2023-01-01~2023-07-01,smc,1.15,0.002,-133.7099999999998,0.07692307692307693,13
2023-01-01~2023-07-01,smc,1.15,0.003,-133.7099999999998,0.07692307692307693,13
2023-01-01~2023-07-01,smc,1.15,0.004,-133.7099999999998,0.07692307692307693,13
2023-01-01~2023-07-01,smc,1.15,0.005,-133.7099999999998,0.07692307692307693,13
2023-01-01~2023-07-01,smc,1.2,0.002,-454.36999999999966,0.0,13
2023-01-01~2023-07-01,smc,1.2,0.003,-454.36999999999966,0.0,13
2023-01-01~2023-07-01,smc,1.2,0.004,-454.36999999999966,0.0,13
2023-01-01~2023-07-01,smc,1.2,0.005,-454.36999999999966,0.0,13
2023-01-01~2023-07-01,smc_loose,1.05,0.002,-308.09999999999854,0.17164179104477612,134
2023-01-01~2023-07-01,smc_loose,1.05,0.003,-511.66999999999825,0.1702127659574468,141
2023-01-01~2023-07-01,smc_loose,1.05,0.004,-645.7999999999993,0.16911764705882354,136
2023-01-01~2023-07-01,smc_loose,1.05,0.005,-451.77000000000066,0.17985611510791366,139
2023-01-01~2023-07-01,smc_loose,1.1,0.002,-324.9399999999994,0.10869565217391304,92
2023-01-01~2023-07-01,smc_loose,1.1,0.003,-1010.4400000000005,0.0625,80
2023-01-01~2023-07-01,smc_loose,1.1,0.004,-656.3500000000004,0.08333333333333333,84
2023-01-01~2023-07-01,smc_loose,1.1,0.005,-393.3500000000008,0.0963855421686747,83
2023-01-01~2023-07-01,smc_loose,1.15,0.002,-505.77999999999884,0.05970149253731343,67
2023-01-01~2023-07-01,smc_loose,1.15,0.003,-387.6999999999998,0.06451612903225806,62
2023-01-01~2023-07-01,smc_loose,1.15,0.004,-268.1600000000001,0.06451612903225806,62
2023-01-01~2023-07-01,smc_loose,1.15,0.005,281.53999999999974,0.1,60
2023-01-01~2023-07-01,smc_loose,1.2,0.002,-893.2999999999993,0.03225806451612903,62
2023-01-01~2023-07-01,smc_loose,1.2,0.003,-1219.35,0.015873015873015872,63
2023-01-01~2023-07-01,smc_loose,1.2,0.004,-587.8100000000002,0.02702702702702703,37
2023-01-01~2023-07-01,smc_loose,1.2,0.005,-311.1699999999996,0.06060606060606061,33
