區間,strategy,tp_r,tol_fvg,總損益,勝率,單數,sharpe,max_drawdown,profit_factor
2023-07-01~2024-01-01,smc,1.05,0.002,-7817.999999999993,0.0,26,-29.501919873457982,0.0,0.0
2023-07-01~2024-01-01,smc,1.05,0.003,-7817.999999999993,0.0,26,-29.501919873457982,0.0,0.0
2023-07-01~2024-01-01,smc,1.05,0.004,-7817.999999999993,0.0,26,-29.501919873457982,0.0,0.0
2023-07-01~2024-01-01,smc,1.05,0.005,-7817.999999999993,0.0,26,-29.501919873457982,0.0,0.0
2023-07-01~2024-01-01,smc,1.1,0.002,-7817.999999999993,0.0,26,-29.501919873457982,0.0,0.0
2023-07-01~2024-01-01,smc,1.1,0.003,-7817.999999999993,0.0,26,-29.501919873457982,0.0,0.0
2023-07-01~2024-01-01,smc,1.1,0.004,-7817.999999999993,0.0,26,-29.501919873457982,0.0,0.0
2023-07-01~2024-01-01,smc,1.1,0.005,-7817.999999999993,0.0,26,-29.501919873457982,0.0,0.0
2023-07-01~2024-01-01,smc,1.15,0.002,-7817.999999999993,0.0,26,-29.501919873457982,0.0,0.0
2023-07-01~2024-01-01,smc,1.15,0.003,-7817.999999999993,0.0,26,-29.501919873457982,0.0,0.0
2023-07-01~2024-01-01,smc,1.15,0.004,-7817.999999999993,0.0,26,-29.501919873457982,0.0,0.0
2023-07-01~2024-01-01,smc,1.15,0.005,-7817.999999999993,0.0,26,-29.501919873457982,0.0,0.0
2023-07-01~2024-01-01,smc,1.2,0.002,-7817.999999999993,0.0,26,-29.501919873457982,0.0,0.0
2023-07-01~2024-01-01,smc,1.2,0.003,-7817.999999999993,0.0,26,-29.501919873457982,0.0,0.0
2023-07-01~2024-01-01,smc,1.2,0.004,-7817.999999999993,0.0,26,-29.501919873457982,0.0,0.0
2023-07-01~2024-01-01,smc,1.2,0.005,-7817.999999999993,0.0,26,-29.501919873457982,0.0,0.0
2023-07-01~2024-01-01,smc_loose,1.05,0.002,1913.2299999999705,0.15294117647058825,85,0.4220302928517742,6.502851619140218,1.0843195135882198
2023-07-01~2024-01-01,smc_loose,1.05,0.003,-4905.020000000004,0.13253012048192772,83,-1.1787859720240652,2.3894965255646516,0.8028372032822547
2023-07-01~2024-01-01,smc_loose,1.05,0.004,5992.650000000005,0.19444444444444445,72,1.370096636798789,2.696028322519054,1.2843895068237539
2023-07-01~2024-01-01,smc_loose,1.05,0.005,12096.989999999994,0.23880597014925373,67,2.773582628698264,0.8963961546875552,1.6374949804540722
2023-07-01~2024-01-01,smc_loose,1.1,0.002,6284.389999999999,0.1276595744680851,47,1.6639454399980063,5.024280550727095,1.456623463060408
2023-07-01~2024-01-01,smc_loose,1.1,0.003,2740.3699999999917,0.10909090909090909,55,0.6058530546317826,2.0789641555879963,1.1437148201893104
2023-07-01~2024-01-01,smc_loose,1.1,0.004,-4342.499999999993,0.08695652173913043,46,-1.2718081025983183,12.721679352453062,0.7648483955810453
2023-07-01~2024-01-01,smc_loose,1.1,0.005,-773.1799999999967,0.0975609756097561,41,-0.23015526741294434,7.5855164372415,0.9513101019667904
2023-07-01~2024-01-01,smc_loose,1.15,0.002,7755.889999999985,0.09375,32,2.319975097674437,0.23041835432613045,1.93076301808629
2023-07-01~2024-01-01,smc_loose,1.15,0.003,8282.979999999992,0.0975609756097561,41,1.9378327882012438,3.785260068481999,1.6734962369333437
2023-07-01~2024-01-01,smc_loose,1.15,0.004,8221.189999999999,0.10256410256410256,39,1.9419761866889362,3.480213370516438,1.6496627695176833
2023-07-01~2024-01-01,smc_loose,1.15,0.005,9299.590000000011,0.11428571428571428,35,2.3288907865166553,2.652006642968299,1.8027919399588759
2023-07-01~2024-01-01,smc_loose,1.2,0.002,6599.159999999996,0.08333333333333333,24,2.320700845422202,1.8559532992076437,2.0440866322496114
2023-07-01~2024-01-01,smc_loose,1.2,0.003,1126.679999999982,0.06451612903225806,31,0.326431598464038,0.8641747447580328,1.0926936341617508
2023-07-01~2024-01-01,smc_loose,1.2,0.004,3283.0700000000033,0.1111111111111111,9,,0.0,1.9483927065158377
2023-07-01~2024-01-01,smc_loose,1.2,0.005,19084.150000000005,0.23529411764705882,17,6.32560736766485,0.10972327184855504,4.495310379437102
