區間,strategy,tp_r,tol_fvg,總損益_pct,勝率,單數,sharpe,max_drawdown,profit_factor
2025-01-01~2025-07-01,smc,1.05,0.002,-0.283985,0.1111,18,-11.33817445774422,0.0,0.1668228535054146
2025-01-01~2025-07-01,smc,1.05,0.003,-0.283985,0.1111,18,-11.33817445774422,0.0,0.1668228535054146
2025-01-01~2025-07-01,smc,1.05,0.004,-0.283985,0.1111,18,-11.33817445774422,0.0,0.1668228535054146
2025-01-01~2025-07-01,smc,1.05,0.005,-0.283985,0.1111,18,-11.33817445774422,0.0,0.1668228535054146
2025-01-01~2025-07-01,smc,1.1,0.002,-0.597752,0.0556,18,-14.518938613391436,0.0,0.01298018856400326
2025-01-01~2025-07-01,smc,1.1,0.003,-0.597752,0.0556,18,-14.518938613391436,0.0,0.01298018856400326
2025-01-01~2025-07-01,smc,1.1,0.004,-0.597752,0.0556,18,-14.518938613391436,0.0,0.01298018856400326
2025-01-01~2025-07-01,smc,1.1,0.005,-0.597752,0.0556,18,-14.518938613391436,0.0,0.01298018856400326
2025-01-01~2025-07-01,smc,1.15,0.002,-0.847752,0.0556,18,-13.512146730502197,0.0,0.009187528998467774
2025-01-01~2025-07-01,smc,1.15,0.003,-0.847752,0.0556,18,-13.512146730502197,0.0,0.009187528998467774
2025-01-01~2025-07-01,smc,1.15,0.004,-0.847752,0.0556,18,-13.512146730502197,0.0,0.009187528998467774
2025-01-01~2025-07-01,smc,1.15,0.005,-0.847752,0.0556,18,-13.512146730502197,0.0,0.009187528998467774
2025-01-01~2025-07-01,smc,1.2,0.002,-1.097752,0.0556,18,-13.009251292920277,0.0,0.007110054173049925
2025-01-01~2025-07-01,smc,1.2,0.003,-1.097752,0.0556,18,-13.009251292920277,0.0,0.007110054173049925
2025-01-01~2025-07-01,smc,1.2,0.004,-1.097752,0.0556,18,-13.009251292920277,0.0,0.007110054173049925
2025-01-01~2025-07-01,smc,1.2,0.005,-1.097752,0.0556,18,-13.009251292920277,0.0,0.007110054173049925
2025-01-01~2025-07-01,smc_loose,1.05,0.002,-6.953471,0.1342,298,-16.081372050774835,0.0,0.10930889379071894
2025-01-01~2025-07-01,smc_loose,1.05,0.003,-6.597946,0.128,289,-15.547220117644624,0.0,0.11990773846421483
2025-01-01~2025-07-01,smc_loose,1.05,0.004,-7.505223,0.1238,315,-16.48391945147064,0.0,0.10187826908221898
2025-01-01~2025-07-01,smc_loose,1.05,0.005,-7.156936,0.1214,313,-15.763291993635955,0.0,0.11139285545791414
2025-01-01~2025-07-01,smc_loose,1.1,0.002,-6.682288,0.0966,145,-16.793580977807476,0.0,0.06488103552178286
2025-01-01~2025-07-01,smc_loose,1.1,0.003,-6.832455,0.1118,152,-16.516929330587036,0.0,0.06562499717381669
2025-01-01~2025-07-01,smc_loose,1.1,0.004,-8.135757,0.1163,172,-17.37621987865417,0.0,0.055972191885177595
2025-01-01~2025-07-01,smc_loose,1.1,0.005,-6.836929,0.1161,155,-16.259893510705364,0.0,0.06549810256872814
2025-01-01~2025-07-01,smc_loose,1.15,0.002,-6.667214,0.1204,108,-14.924958559556757,0.0,0.07140010768092137
2025-01-01~2025-07-01,smc_loose,1.15,0.003,-6.752011,0.1282,117,-14.275987288221526,0.0,0.07258351383888774
2025-01-01~2025-07-01,smc_loose,1.15,0.004,-7.340252,0.1463,123,-14.695882498419163,0.0,0.06745417401097334
2025-01-01~2025-07-01,smc_loose,1.15,0.005,-7.530052,0.136,125,-14.875444868190892,0.0,0.06577866263781244
2025-01-01~2025-07-01,smc_loose,1.2,0.002,-10.948222,0.104,125,-16.27501065613446,0.0,0.040683675565240204
2025-01-01~2025-07-01,smc_loose,1.2,0.003,-10.812294,0.1145,131,-15.540362982202986,0.0,0.04253655289665756
2025-01-01~2025-07-01,smc_loose,1.2,0.004,-12.632777,0.1181,144,-16.440674378785417,0.0,0.03666737256529751
2025-01-01~2025-07-01,smc_loose,1.2,0.005,-10.82575,0.1212,132,-15.473333043326244,0.0,0.0424638016203271
